signal-084
0.947809218
0.946988491
0.947249632
0.946988491
0.947249632
0.947249632
0.947529425
0.947809218
0.946708698
0.946438231
0.946167764
0.947249632
0.947809218
0.947529425
0.947249632
0.947249632
0.946428905
0.947529425
0.946167764
0.947529425
0.946428905
0.950812333
0.948629945
0.948070359
0.946428905
0.947529425
0.948350152
0.947799892
0.947249632
0.947529425
0.946988491
0.947529425
0.947809218
0.946167764
0.945067244
0.945347037
0.946988491
0.947529425
0.948350152
0.947249632
0.945608177
0.947529425
0.947249632
0.945608177
0.946708698
0.948070359
0.945347037
0.946708698
0.946708698
0.945887971
0.946428905
0.945608177
0.946708698
0.946438231
0.946167764
0.945608177
0.945608177
0.946167764
0.946428905
0.945887971
0.945608177
0.946708698
0.945347037
0.945347037
0.945887971
0.945887971
0.946428905
0.946708698
0.946988491
0.946167764
0.945347037
0.945887971
0.945887971
0.945067244
0.945347037
0.947249632
0.945067244
0.947249632
0.945067244
0.945608177
0.946988491
0.946438231
0.945887971
0.945067244
0.945617504
0.946167764
0.945347037
0.946428905
0.947249632
0.947249632
0.946708698
0.946988491
0.944806103
0.945608177
0.946988491
0.947249632
0.945608177
0.945067244
0.945067244
0.945067244
0.946708698
0.946988491
0.945608177
0.945608177
0.945347037
0.945608177
0.946708698
0.946988491
0.945887971
0.945608177
0.945067244
0.946167764
0.945887971
0.945887971
0.945887971
0.946167764
0.945608177
0.946167764
0.946167764
0.945347037
0.944806103
0.946708698
0.946428905
0.945608177
0.946428905
0.945887971
0.945608177
0.945608177
0.946428905
0.946428905
0.947529425
0.946428905
0.945608177
0.946428905
0.946708698
0.945887971
0.946158438
0.946428905
0.946167764
0.944806103
0.946988491
0.947529425
0.945608177
0.946428905
0.945608177
0.946708698
0.946708698
0.945887971
0.945608177
0.94452631
0.945347037
0.94452631
0.945887971
0.946428905
0.945608177
0.946428905
0.946167764
0.946167764
0.946708698
0.946979165
0.947249632
0.944246517
0.946428905
0.945347037
0.945887971
0.946428905
0.946428905
0.946167764
0.94452631
0.946428905
0.947529425
0.945887971
0.945608177
0.946428905
0.945608177
0.945608177
0.946167764
0.945067244
0.946988491
0.945608177
0.945887971
0.946428905
0.945347037
0.944806103
0.945887971
0.945608177
0.946708698
0.94452631
0.945067244
0.946708698
0.945608177
0.944806103
0.945347037
0.946988491
0.946428905
0.945608177
0.945347037
0.945608177
0.946428905
0.946708698
