signal-005,signal-006,signal-007,signal-008,signal-048,signal-049,signal-078,signal-109,signal-120,signal-121
0.113992172,0.503886358,0.318051576,0.253422253,0.632840474,0.629526462,0.129144101,0.867647059,0.833333333,0.823529412
0.13258317,0.496113589,0.346704871,0.24991225,0.635658658,0.629526462,0.131295237,0.867647059,0.833333333,0.823529412
0.085127202,0.501206111,0.249283668,0.251667252,0.634602279,0.629526462,0.132838994,0.867647059,0.833333333,0.823529412
0.113992172,0.509246797,0.318051576,0.253422253,0.633545196,0.629526462,0.126663967,0.867647059,0.833333333,0.823529412
0.113992172,0.506566604,0.277936963,0.251667252,0.637068807,0.629526462,0.117401427,0.867647059,0.833333333,0.823529412
0.13258317,0.524792281,0.361031519,0.24991225,0.635658658,0.629649954,0.122336387,0.867647059,0.833333333,0.823529412
0.123287671,0.519431788,0.346704871,0.246577747,0.636011019,0.629774373,0.128840411,0.867647059,0.833333333,0.823529412
0.094911937,0.498793889,0.361031519,0.253422253,0.636364085,0.629896936,0.130384168,0.867647059,0.833333333,0.823529412
0.113992172,0.506566604,0.361031519,0.246577747,0.634249214,0.630021356,0.125436554,0.867647059,0.833333333,0.823529412
0.104207436,0.488340927,0.305157593,0.251667252,0.634954641,0.630144847,0.120488941,0.867647059,0.833333333,0.823529412
0.113747554,0.506566604,0.333810888,0.24991225,0.633897557,0.630269266,0.118312497,0.867647059,0.833333333,0.823529412
0.123287671,0.509246797,0.305157593,0.244822745,0.632840474,0.630392758,0.122969074,0.867647059,0.833333333,0.823529412
0.123287671,0.501206111,0.305157593,0.251667252,0.633897557,0.630516249,0.129447791,0.867647059,0.833333333,0.823529412
0.113747554,0.516751541,0.373925501,0.24991225,0.634954641,0.63063974,0.129447791,0.867647059,0.833333333,0.823529412
0.104207436,0.503886358,0.305157593,0.268690769,0.634602279,0.63076416,0.122969074,0.867647059,0.833333333,0.823529412
0.085127202,0.511659019,0.333810888,0.24991225,0.634249214,0.630887651,0.119248874,0.867647059,0.833333333,0.823529412
0.113992172,0.493433396,0.305873926,0.26026676,0.634954641,0.631012071,0.117401427,0.867647059,0.833333333,0.823529412
0.104207436,0.506566604,0.277936963,0.261846262,0.635658658,0.631134633,0.128207724,0.867647059,0.833333333,0.823529412
0.075831703,0.480568159,0.318051576,0.253334503,0.636364085,0.631259053,0.130384168,0.867647059,0.833333333,0.823529412
0.085127202,0.477887966,0.277936963,0.244822745,0.634249918,0.631382544,0.125740244,0.867647059,0.833333333,0.823529412
0.085127202,0.491021174,0.277936963,0.24991225,0.632135752,0.631537604,0.12109632,0.867647059,0.833333333,0.823529412
0.085127202,0.501206111,0.333810888,0.251667252,0.633721377,0.631692665,0.11676874,0.867647059,0.833333333,0.823529412
0.123287671,0.54543018,0.333810888,0.255001755,0.635307002,0.631847725,0.122640077,0.867647059,0.833333333,0.823529412
0.113992172,0.503886358,0.361031519,0.24991225,0.636892626,0.632001857,0.126967657,0.867647059,0.833333333,0.823529412
0.085127202,0.501206111,0.361031519,0.244822745,0.638478251,0.632156917,0.1254239,0.867647059,0.833333333,0.823529412
0.104207436,0.506566604,0.333810888,0.261846262,0.638337307,0.632311978,0.121425318,0.867647059,0.833333333,0.823529412
0.104207436,0.522112034,0.333810888,0.26026676,0.638195658,0.633239554,0.118008807,0.867647059,0.833333333,0.823529412
0.123287671,0.566068078,0.290830946,0.255001755,0.638055418,0.634168988,0.118008807,0.867647059,0.833333333,0.823529412
0.113992172,0.509246797,0.305157593,0.243243243,0.637914474,0.634168988,0.125120211,0.867647059,0.833333333,0.823529412
0.108610568,0.522112034,0.305157593,0.251667252,0.637773529,0.634168988,0.130687857,0.867647059,0.833333333,0.823529412
0.113992172,0.529884749,0.333810888,0.246577747,0.636364085,0.634168988,0.127271347,0.867647059,0.833333333,0.823529412
0.104207436,0.496113589,0.333810888,0.24991225,0.638478251,0.634168988,0.122336387,0.867647059,0.833333333,0.823529412
0.118395303,0.498659823,0.305873926,0.241488241,0.639182269,0.634168988,0.118008807,0.867647059,0.833333333,0.823529412
0.123287671,0.501206111,0.277936963,0.248244998,0.637068807,0.634168988,0.119248874,0.867647059,0.833333333,0.823529412
0.113992172,0.501206111,0.333810888,0.255001755,0.639182269,0.634168988,0.123880144,0.867647059,0.833333333,0.823529412
0.123287671,0.509246797,0.373925501,0.256756757,0.637773529,0.634168988,0.129144101,0.867647059,0.833333333,0.823529412
0.104207436,0.532296971,0.333810888,0.26026676,0.639182973,0.634168988,0.124512831,0.867647059,0.833333333,0.823529412
0.104207436,0.506566604,0.318051576,0.258336258,0.640592418,0.634168988,0.121108974,0.867647059,0.833333333,0.823529412
0.160958904,0.574108818,0.333810888,0.251667252,0.639182973,0.634168988,0.117705117,0.867647059,0.833333333,0.823529412
0.13258317,0.509246797,0.333810888,0.24991225,0.637773529,0.63463324,0.12079263,0.867647059,0.833333333,0.823529412
0.113992172,0.527204449,0.305873926,0.243243243,0.639887695,0.635097493,0.126663967,0.867647059,0.833333333,0.823529412
0.13258317,0.509246797,0.277936963,0.24991225,0.639182973,0.635012999,0.130687857,0.867647059,0.833333333,0.823529412
0.123287671,0.537657464,0.333810888,0.248157248,0.638478251,0.634928505,0.126056588,0.867647059,0.833333333,0.823529412
0.104207436,0.501206111,0.277936963,0.263601264,0.638948301,0.634844011,0.119552564,0.867647059,0.833333333,0.823529412
0.094911937,0.509246797,0.277936963,0.24991225,0.639417646,0.634760446,0.11646505,0.867647059,0.833333333,0.823529412
0.113992172,0.516751541,0.346704871,0.251667252,0.639887695,0.634675023,0.120185251,0.867647059,0.833333333,0.823529412
0.113992172,0.522112034,0.318051576,0.246577747,0.639359154,0.634591458,0.127271347,0.867647059,0.833333333,0.823529412
0.142367906,0.532296971,0.277936963,0.251667252,0.638830612,0.634506035,0.130687857,0.867647059,0.833333333,0.823529412
0.104207436,0.537657464,0.277936963,0.246577747,0.638301366,0.634421541,0.12572759,0.867647059,0.833333333,0.823529412
0.104207436,0.522112034,0.277936963,0.244822745,0.637773529,0.634337976,0.12109632,0.867647059,0.833333333,0.823529412
0.142367906,0.618064862,0.333810888,0.253422253,0.64129714,0.634252553,0.11646505,0.867647059,0.833333333,0.823529412
0.094911937,0.524792281,0.333810888,0.244822745,0.642001862,0.634168988,0.119552564,0.867647059,0.833333333,0.823529412
0.099559687,0.534977218,0.249283668,0.24991225,0.639182269,0.634539461,0.126663967,0.867647059,0.833333333,0.823529412
0.104207436,0.511659019,0.249283668,0.255001755,0.638478251,0.634911792,0.128207724,0.867647059,0.833333333,0.823529412
0.123287671,0.524792281,0.318051576,0.255001755,0.64129714,0.635282266,0.123576454,0.867647059,0.833333333,0.823529412
0.123287671,0.509246797,0.333810888,0.24991225,0.640592418,0.635654596,0.12079263,0.867647059,0.833333333,0.823529412
0.113992172,0.537657464,0.277936963,0.244822745,0.641297844,0.636025998,0.117097738,0.867647059,0.833333333,0.823529412
0.094911937,0.498793889,0.277936963,0.246577747,0.642001862,0.636025998,0.120488941,0.867647059,0.833333333,0.823529412
0.094911937,0.498793889,0.305157593,0.24991225,0.640591713,0.636025998,0.126967657,0.867647059,0.833333333,0.823529412
0.142367906,0.524792281,0.305157593,0.265180765,0.639182269,0.636025998,0.12975148,0.867647059,0.833333333,0.823529412
0.123287671,0.503886358,0.305157593,0.248157248,0.642705879,0.636025998,0.124183834,0.867647059,0.833333333,0.823529412
0.104207436,0.498793889,0.277936963,0.253422253,0.642001862,0.636025998,0.119248874,0.867647059,0.833333333,0.823529412
0.113992172,0.503886358,0.277936963,0.258336258,0.64129714,0.636025998,0.115857671,0.867647059,0.833333333,0.823529412
0.094911937,0.485660681,0.291547278,0.253422253,0.640592418,0.636396472,0.118008807,0.867647059,0.833333333,0.823529412
0.104207436,0.493433396,0.305157593,0.248157248,0.641062467,0.636768802,0.123880144,0.867647059,0.833333333,0.823529412
0.123287671,0.491021174,0.333810888,0.246577747,0.641531812,0.637139276,0.127600344,0.867647059,0.833333333,0.823529412
0.104207436,0.496113589,0.333810888,0.253422253,0.642001862,0.637511606,0.124183834,0.867647059,0.833333333,0.823529412
0.104207436,0.522112034,0.333810888,0.251667252,0.640591713,0.63788208,0.118945184,0.867647059,0.833333333,0.823529412
0.104207436,0.511659019,0.361031519,0.261846262,0.639182269,0.63788208,0.116161361,0.867647059,0.833333333,0.823529412
0.113992172,0.498793889,0.361031519,0.251667252,0.639182269,0.63788208,0.122032697,0.867647059,0.833333333,0.823529412
0.142367906,0.522112034,0.305157593,0.253422253,0.639182269,0.63788208,0.128840411,0.867647059,0.833333333,0.823529412
0.075831703,0.493433396,0.305157593,0.246577747,0.642001862,0.63788208,0.129144101,0.867647059,0.833333333,0.823529412
0.104207436,0.501340123,0.305157593,0.255001755,0.642001862,0.63788208,0.123880144,0.867647059,0.833333333,0.823529412
0.075831703,0.509246797,0.333810888,0.24991225,0.643411306,0.638439183,0.119248874,0.867647059,0.833333333,0.823529412
0.127690802,0.496113589,0.318051576,0.246577747,0.642001862,0.638996286,0.11646505,0.867647059,0.833333333,0.823529412
0.118395303,0.506566604,0.318051576,0.248157248,0.644115324,0.639554318,0.128207724,0.867647059,0.833333333,0.823529412
0.085127202,0.506566604,0.333810888,0.253422253,0.642705879,0.640111421,0.128511414,0.867647059,0.833333333,0.823529412
0.113992172,0.503886358,0.333810888,0.258336258,0.64482075,0.640668524,0.120488941,0.867647059,0.833333333,0.823529412
0.085127202,0.493433396,0.333810888,0.26026676,0.644468389,0.640854225,0.118945184,0.867647059,0.833333333,0.823529412
0.070939335,0.485660681,0.305157593,0.256756757,0.644115324,0.641038997,0.114313914,0.867647059,0.833333333,0.823529412
0.075831703,0.496113589,0.305157593,0.255089505,0.645525473,0.641224698,0.120488941,0.867647059,0.833333333,0.823529412
0.104207436,0.488340927,0.333094556,0.253422253,0.645172407,0.641411328,0.126967657,0.867647059,0.833333333,0.823529412
0.094911937,0.477887966,0.361031519,0.258336258,0.64482075,0.641597029,0.1254239,0.867647059,0.833333333,0.823529412
0.104452055,0.496113589,0.333810888,0.248157248,0.642705879,0.641781801,0.120185251,0.867647059,0.833333333,0.823529412
0.113992172,0.493433396,0.346704871,0.24991225,0.645525473,0.641968431,0.116161361,0.867647059,0.833333333,0.823529412
0.080234834,0.485660681,0.277936963,0.24991225,0.646230195,0.642154132,0.113073847,0.867647059,0.833333333,0.823529412
0.104207436,0.509246797,0.318051576,0.248157248,0.646934917,0.642338904,0.118641494,0.867647059,0.833333333,0.823529412
0.085127202,0.482980434,0.305157593,0.248157248,0.647638934,0.642524605,0.125120211,0.867647059,0.833333333,0.823529412
0.123287671,0.501206111,0.361031519,0.248157248,0.646582556,0.642215413,0.13005517,0.867647059,0.833333333,0.823529412
0.123287671,0.503886358,0.361031519,0.258336258,0.645525473,0.641906221,0.124512831,0.867647059,0.833333333,0.823529412
0.113992172,0.491021174,0.361031519,0.24991225,0.647638934,0.641597029,0.119261528,0.867647059,0.833333333,0.823529412
0.085127202,0.522112034,0.333094556,0.258336258,0.647638934,0.641286908,0.114010224,0.867647059,0.833333333,0.823529412
0.142367906,0.60010721,0.305157593,0.248157248,0.647638934,0.640976787,0.119248874,0.867647059,0.833333333,0.823529412
0.113992172,0.618064862,0.333810888,0.256756757,0.647638934,0.640668524,0.124816521,0.867647059,0.833333333,0.823529412
0.113992172,0.516751541,0.305157593,0.24991225,0.647638934,0.640481894,0.126967657,0.867647059,0.833333333,0.823529412
0.104207436,0.511659019,0.333810888,0.256756757,0.647638934,0.640297122,0.124183834,0.867647059,0.833333333,0.823529412
0.113992172,0.501206111,0.277936963,0.253422253,0.647638934,0.640111421,0.120185251,0.867647059,0.833333333,0.823529412
0.104207436,0.501206111,0.277936963,0.255001755,0.648344361,0.63992572,0.11646505,0.867647059,0.833333333,0.823529412
0.113992172,0.506566604,0.277936963,0.255001755,0.64482075,0.639740019,0.123272764,0.867647059,0.833333333,0.823529412
0.13258317,0.506566604,0.305873926,0.24991225,0.645348587,0.639368617,0.128207724,0.867647059,0.833333333,0.823529412
0.123287671,0.509246797,0.333810888,0.244822745,0.645877834,0.638997214,0.129144101,0.867647059,0.833333333,0.823529412
0.104207436,0.501206111,0.333810888,0.244822745,0.646406375,0.638625812,0.124512831,0.867647059,0.833333333,0.823529412
0.104207436,0.509246797,0.318051576,0.246577747,0.646934917,0.63825441,0.118641494,0.867647059,0.833333333,0.823529412
0.113666047,0.503886358,0.361031519,0.258336258,0.645525473,0.63788208,0.117705117,0.867647059,0.833333333,0.823529412
0.12312456,0.496113589,0.333810888,0.253422253,0.646230899,0.637696379,0.123272764,0.867647059,0.833333333,0.823529412
0.13258317,0.493433396,0.361031519,0.246577747,0.646934917,0.637511606,0.129144101,0.867647059,0.833333333,0.823529412
0.085127202,0.493433396,0.277936963,0.24991225,0.647287278,0.637325905,0.128207724,0.867647059,0.833333333,0.823529412
0.113992172,0.498793889,0.333810888,0.241488241,0.647638934,0.637139276,0.123272764,0.867647059,0.833333333,0.823529412
0.104207436,0.496113589,0.333810888,0.253422253,0.64482075,0.636953575,0.119248874,0.867647059,0.833333333,0.823529412
0.104207436,0.509246797,0.305873926,0.261846262,0.64482075,0.636768802,0.11676874,0.867647059,0.833333333,0.823529412
0.104207436,0.501206111,0.277936963,0.261846262,0.64482075,0.636582173,0.123576454,0.867647059,0.833333333,0.823529412
0.113747554,0.511659019,0.333810888,0.258336258,0.64482075,0.636396472,0.130687857,0.867647059,0.833333333,0.823529412
0.123287671,0.496113589,0.318051576,0.248157248,0.64482075,0.636211699,0.127600344,0.867647059,0.833333333,0.823529412
0.094911937,0.501206111,0.373925501,0.24991225,0.64482075,0.636025998,0.124512831,0.867647059,0.833333333,0.823529412
0.113992172,0.496113589,0.318051576,0.244822745,0.64305824,0.635561746,0.122032697,0.867647059,0.833333333,0.823529412
0.094911937,0.496113589,0.277936963,0.253422253,0.64129714,0.635097493,0.119248874,0.867647059,0.833333333,0.823529412
0.13258317,0.498793889,0.318051576,0.253422253,0.640944779,0.634632312,0.129144101,0.867647059,0.833333333,0.823529412
0.13258317,0.509246797,0.318051576,0.258336258,0.640592418,0.634168988,0.133471681,0.867647059,0.833333333,0.823529412
0.094911937,0.488340927,0.361031519,0.246577747,0.637068807,0.633858867,0.129144101,0.867647059,0.833333333,0.823529412
0.104452055,0.498793889,0.373925501,0.253422253,0.639182269,0.633549675,0.123576454,0.867647059,0.833333333,0.823529412
0.113992172,0.496113589,0.305157593,0.24991225,0.637773529,0.633239554,0.12079263,0.867647059,0.833333333,0.823529412
0.113992172,0.56097561,0.277936963,0.261846262,0.638125185,0.63277623,0.123576454,0.867647059,0.833333333,0.823529412
0.104207436,0.548110426,0.361031519,0.26026676,0.638478251,0.632311978,0.128207724,0.867647059,0.833333333,0.823529412
0.123287671,0.558563388,0.318051576,0.261846262,0.637773529,0.631846797,0.130687857,0.867647059,0.833333333,0.823529412
0.075831703,0.498793889,0.305157593,0.248157248,0.637068807,0.631382544,0.127271347,0.867647059,0.833333333,0.823529412
0.085127202,0.506566604,0.277936963,0.258336258,0.637773529,0.632311978,0.123272764,0.867647059,0.833333333,0.823529412
0.085127202,0.506566604,0.277936963,0.256669007,0.638478251,0.631382544,0.119881561,0.867647059,0.833333333,0.823529412
0.094667319,0.501206111,0.318051576,0.255001755,0.642001862,0.631753946,0.123576454,0.867647059,0.833333333,0.823529412
0.104207436,0.491021174,0.290830946,0.251667252,0.640592418,0.632126277,0.13005517,0.867647059,0.833333333,0.823529412
0.104207436,0.503886358,0.346704871,0.263601264,0.642354223,0.63249675,0.130991547,0.867647059,0.833333333,0.823529412
0.113992172,0.496113589,0.277936963,0.256756757,0.644115324,0.632869081,0.126967657,0.867647059,0.833333333,0.823529412
0.094911937,0.509246797,0.333810888,0.255001755,0.640592418,0.633239554,0.122336387,0.867647059,0.833333333,0.823529412
0.113992172,0.503886358,0.305157593,0.251667252,0.642705879,0.633239554,0.118641494,0.867647059,0.833333333,0.823529412
0.113992172,0.501206111,0.361031519,0.256756757,0.64129714,0.633239554,0.126663967,0.867647059,0.833333333,0.823529412
0.142367906,0.511659019,0.333810888,0.255001755,0.639887695,0.633239554,0.132535304,0.867647059,0.833333333,0.823529412
0.123287671,0.532296971,0.361031519,0.24991225,0.64129714,0.633239554,0.128207724,0.867647059,0.833333333,0.823529412
0.104207436,0.498793889,0.346704871,0.253422253,0.639887695,0.633239554,0.124512831,0.867647059,0.833333333,0.823529412
0.113992172,0.506566604,0.360315186,0.24991225,0.642705879,0.633239554,0.118945184,0.867647059,0.833333333,0.823529412
0.13258317,0.506566604,0.373925501,0.263601264,0.640592418,0.633611885,0.121425318,0.867647059,0.833333333,0.823529412
0.094911937,0.506566604,0.305157593,0.253422253,0.640592418,0.633982358,0.128511414,0.867647059,0.833333333,0.823529412
0.085127202,0.503886358,0.305157593,0.24991225,0.641297844,0.634354689,0.130991547,0.867647059,0.833333333,0.823529412
0.123287671,0.522112034,0.305157593,0.263601264,0.642001862,0.634726091,0.12572759,0.867647059,0.833333333,0.823529412
0.094911937,0.493433396,0.277936963,0.243243243,0.64129714,0.635097493,0.121729007,0.867647059,0.833333333,0.823529412
0.085127202,0.527204449,0.333810888,0.261846262,0.642001862,0.636025998,0.118945184,0.867647059,0.833333333,0.823529412
0.123287671,0.509246797,0.305873926,0.266935767,0.640592418,0.636954503,0.120488941,0.867647059,0.833333333,0.823529412
0.075831703,0.519431788,0.277936963,0.265180765,0.641531812,0.637883008,0.128207724,0.867647059,0.833333333,0.823529412
0.123287671,0.568748325,0.305157593,0.266935767,0.642471912,0.638811513,0.131295237,0.867647059,0.833333333,0.823529412
0.13258317,0.540337711,0.305157593,0.24991225,0.643411306,0.639740019,0.126967657,0.867647059,0.833333333,0.823529412
0.113747554,0.532296971,0.361031519,0.265180765,0.642001862,0.639740019,0.122969074,0.867647059,0.833333333,0.823529412
0.094911937,0.522112034,0.305157593,0.261846262,0.640592418,0.639740019,0.119881561,0.867647059,0.833333333,0.823529412
0.104452055,0.522112034,0.305157593,0.26026676,0.641156195,0.639740019,0.121425318,0.867647059,0.833333333,0.823529412
0.113992172,0.509246797,0.333810888,0.272025272,0.641719973,0.639740019,0.129144101,0.867647059,0.833333333,0.823529412
0.142367906,0.501206111,0.347421203,0.266935767,0.642283751,0.639740019,0.126056588,0.867647059,0.833333333,0.823529412
0.113992172,0.501206111,0.361031519,0.253422253,0.642847528,0.639740019,0.123272764,0.867647059,0.833333333,0.823529412
0.123287671,0.529884749,0.277936963,0.251667252,0.643411306,0.639740019,0.119552564,0.867647059,0.833333333,0.823529412
0.123287671,0.498793889,0.305635244,0.255001755,0.640592418,0.639233983,0.12079263,0.867647059,0.833333333,0.823529412
0.113992172,0.519431788,0.333333238,0.256669007,0.643411306,0.638727019,0.126967657,0.867647059,0.833333333,0.823529412
0.123287671,0.503886358,0.361031519,0.258336258,0.642354223,0.638220984,0.130991547,0.867647059,0.833333333,0.823529412
