signal-022,signal-023,signal-024,signal-025,signal-038,signal-039,signal-057,signal-064,signal-074,signal-085,signal-088,signal-093,signal-096
0.412805963,0.46062425,0.565122058,0.60202086,0.941980653,0.943737221,0.307918232,0.540142982,0.996858365,0.946075965,0.886792453,0.882352941,0.652777778
0.409926315,0.464905962,0.561613799,0.599478488,0.942073633,0.94413512,0.30718232,0.541935812,0.99589842,0.945289901,0.886792453,0.882352941,0.666666667
0.413187092,0.464905962,0.567241631,0.60958279,0.941887487,0.943498482,0.309392265,0.539785276,0.996334759,0.946075965,0.886792453,0.882352941,0.652777778
0.412001355,0.46062425,0.563002485,0.605182529,0.942631513,0.943578062,0.309943646,0.539426853,0.996160223,0.946484719,0.886792453,0.882352941,0.652777778
0.414034048,0.458303321,0.565852945,0.600782269,0.942073633,0.94429428,0.310497238,0.539067714,0.996509294,0.945698654,0.886792453,0.882352941,0.652777778
0.41568561,0.455982393,0.560152025,0.59380704,0.942212917,0.9442147,0.310128177,0.540502122,0.996858365,0.945698654,0.886792453,0.882352941,0.652777778
0.409926315,0.458703481,0.558763339,0.588722295,0.942352573,0.943578062,0.309760221,0.539785276,0.996422026,0.945289901,0.886792453,0.882352941,0.652777778
0.412001355,0.457142857,0.559494226,0.586897001,0.942259593,0.943498482,0.309392265,0.540860544,0.996858365,0.946075965,0.886792453,0.882352941,0.666666667
0.41361057,0.452501,0.563002485,0.591264668,0.942166613,0.943816642,0.30718232,0.541935812,0.995636618,0.946484719,0.886792453,0.882352941,0.652777778
0.41568561,0.46102441,0.560152025,0.598826597,0.942073633,0.94413512,0.309392265,0.540502122,0.995636618,0.946075965,0.886792453,0.882352941,0.652777778
0.414457525,0.459863946,0.555912878,0.610234681,0.942120123,0.943259583,0.306076243,0.542651941,0.996160223,0.946893473,0.886792453,0.882352941,0.652777778
0.4111544,0.457142857,0.55525508,0.59380704,0.942166613,0.943498482,0.306445304,0.543189575,0.995985688,0.946075965,0.886792453,0.882352941,0.652777778
0.410730922,0.45290116,0.561613799,0.588135593,0.942538347,0.943737221,0.30681326,0.543727209,0.996422026,0.946075965,0.886792453,0.882352941,0.652777778
0.41606674,0.457543017,0.554524192,0.594458931,0.942445367,0.943538112,0.30718232,0.54426556,0.996422026,0.946893473,0.886792453,0.882352941,0.652777778
0.41606674,0.457543017,0.553062418,0.588722295,0.942073633,0.943339163,0.306076243,0.544803194,0.996422026,0.946075965,0.886792453,0.882352941,0.652777778
0.412763615,0.464105642,0.567241631,0.599478488,0.942166613,0.943418743,0.304972376,0.5451609,0.996072956,0.946893473,0.886792453,0.882352941,0.666666667
0.414034048,0.457543017,0.557374653,0.598239896,0.941701527,0.943299532,0.303866298,0.545520039,0.996072956,0.946484719,0.886792453,0.882352941,0.666666667
0.410730922,0.456382553,0.562344686,0.588135593,0.941608547,0.943180162,0.300552486,0.549462689,0.996334759,0.947302226,0.886792453,0.882352941,0.666666667
0.411577878,0.454421769,0.560152025,0.587516297,0.941515752,0.943737221,0.295027624,0.553405338,0.995636618,0.946075965,0.886792453,0.882352941,0.666666667
0.410730922,0.450180072,0.560152025,0.586897001,0.941422772,0.943498482,0.296132597,0.555555157,0.996422026,0.946893473,0.886792453,0.882352941,0.666666667
0.412001355,0.46062425,0.561577255,0.589374185,0.941794507,0.942941423,0.297237569,0.557705693,0.996334759,0.946484719,0.886792453,0.882352941,0.666666667
0.420174473,0.457142857,0.563002485,0.598239896,0.941701527,0.943339163,0.296132597,0.558780961,0.995374815,0.946484719,0.886792453,0.882352941,0.666666667
0.41568561,0.469547819,0.565852945,0.602672751,0.940864892,0.942384364,0.295027624,0.559856229,0.995505716,0.946484719,0.886792453,0.882352941,0.666666667
0.41568561,0.459463786,0.568703406,0.597588005,0.940725236,0.942225045,0.299447514,0.556989565,0.995636618,0.946484719,0.886792453,0.882352941,0.666666667
0.41606674,0.467627051,0.570092092,0.606453716,0.940585952,0.942304625,0.300552486,0.554122183,0.995985688,0.945698654,0.886792453,0.882352941,0.666666667
0.415262133,0.465666267,0.571480778,0.610234681,0.941050666,0.942702524,0.298341436,0.556272003,0.997207435,0.947302226,0.886792453,0.882352941,0.666666667
0.414457525,0.459103641,0.571480778,0.608344198,0.940901898,0.942384364,0.29281768,0.559856229,0.996596562,0.946893473,0.886792453,0.882352941,0.666666667
0.4111544,0.457142857,0.568703406,0.607692308,0.940753316,0.942543524,0.297237569,0.557705693,0.996771097,0.946893473,0.886792453,0.882352941,0.666666667
0.414457525,0.457543017,0.564391171,0.598239896,0.940604548,0.941747725,0.297237569,0.557705693,0.996683829,0.946484719,0.886792453,0.882352941,0.666666667
0.414034048,0.456382553,0.565852945,0.605801825,0.94045578,0.941866936,0.298341436,0.554839029,0.996596562,0.945289901,0.886792453,0.882352941,0.666666667
0.414034048,0.46142457,0.57367344,0.610234681,0.940307012,0.941986465,0.299447514,0.554839029,0.996509294,0.945682933,0.886792453,0.882352941,0.666666667
0.414838655,0.464505802,0.570822979,0.614015645,0.940585952,0.941349826,0.295027624,0.557705693,0.996160223,0.946075965,0.886792453,0.882352941,0.666666667
0.415262133,0.465666267,0.572211665,0.615906128,0.940028072,0.940713188,0.297237569,0.556451214,0.995811153,0.944881147,0.886792453,0.882352941,0.666666667
0.414034048,0.463745498,0.576450811,0.613428944,0.939470192,0.940315289,0.299447514,0.555196735,0.996072956,0.945698654,0.886792453,0.882352941,0.666666667
0.414457525,0.456742697,0.570092092,0.603911343,0.939656152,0.940315289,0.301657459,0.553942255,0.996683829,0.945698654,0.886792453,0.882352941,0.666666667
0.413187092,0.455222089,0.565852945,0.599478488,0.939563172,0.941270247,0.302762431,0.552687776,0.996247491,0.944472393,0.886792453,0.882352941,0.666666667
0.415262133,0.455582233,0.565852945,0.60202086,0.939656152,0.940474289,0.301657459,0.553046199,0.995811153,0.945698654,0.886792453,0.882352941,0.666666667
0.414034048,0.46142457,0.563002485,0.60136897,0.940957872,0.940156129,0.303499448,0.553405338,0.996334759,0.945698654,0.886792453,0.882352941,0.680555556
0.41568561,0.462985194,0.568703406,0.603911343,0.940585952,0.940394868,0.305340331,0.551254085,0.996509294,0.946075965,0.886792453,0.882352941,0.680555556
0.415262133,0.465306122,0.568703406,0.598826597,0.940864892,0.940951927,0.30718232,0.547669858,0.996422026,0.944881147,0.886792453,0.882352941,0.666666667
0.415262133,0.458303321,0.571480778,0.594458931,0.940678932,0.941071297,0.30718232,0.547490647,0.996131076,0.946075965,0.886792453,0.882352941,0.666666667
0.419327518,0.46062425,0.568703406,0.612125163,0.940957872,0.941190667,0.30718232,0.547312152,0.9958403,0.946075965,0.886792453,0.882352941,0.666666667
0.41606674,0.46142457,0.563733372,0.597588005,0.940585952,0.940872347,0.30718232,0.547132941,0.99554935,0.946484719,0.886792453,0.882352941,0.680555556
0.413187092,0.466826731,0.561613799,0.590026076,0.940771912,0.940394868,0.30718232,0.54695373,0.995942054,0.944881147,0.886792453,0.882352941,0.666666667
0.4111544,0.46142457,0.557374653,0.595045632,0.940492786,0.941667986,0.30718232,0.544803194,0.996334759,0.944881147,0.886792453,0.882352941,0.666666667
0.417718303,0.451340536,0.564391171,0.591916558,0.940214032,0.940553869,0.30718232,0.544803194,0.995985688,0.945289901,0.886792453,0.882352941,0.680555556
0.412001355,0.457903161,0.55810554,0.593220339,0.939935092,0.941110928,0.309392265,0.540502122,0.995200279,0.946484719,0.886792453,0.882352941,0.666666667
0.412001355,0.462184874,0.567972519,0.610886571,0.940492786,0.941429406,0.306076243,0.544803194,0.995200279,0.945698654,0.886792453,0.882352941,0.666666667
0.40869823,0.455982393,0.568703406,0.606453716,0.940461917,0.940235709,0.302762431,0.545758749,0.996160223,0.946484719,0.886792453,0.882352941,0.666666667
0.40662319,0.457903161,0.564391171,0.606453716,0.940430862,0.941667986,0.303314917,0.546714303,0.995462082,0.946893473,0.886792453,0.882352941,0.666666667
0.412382485,0.464905962,0.562344686,0.600782269,0.940399806,0.940713188,0.303866298,0.547669858,0.995723885,0.946893473,0.886792453,0.882352941,0.666666667
0.414457525,0.459863946,0.567241631,0.597001304,0.940121052,0.940394868,0.306628729,0.546236168,0.995985688,0.946484719,0.886792453,0.882352941,0.666666667
0.414838655,0.459863946,0.563002485,0.603911343,0.940214032,0.941429406,0.309392265,0.542651941,0.996160223,0.946075965,0.886792453,0.882352941,0.666666667
0.412763615,0.459863946,0.567972519,0.604563233,0.940399806,0.940792768,0.309943646,0.54121825,0.996334759,0.946075965,0.886792453,0.882352941,0.666666667
0.414415177,0.457142857,0.563002485,0.604563233,0.940585952,0.941031348,0.310497238,0.539785276,0.996072956,0.945698654,0.886792453,0.882352941,0.666666667
0.41606674,0.46142457,0.563733372,0.605801825,0.940028072,0.941270247,0.309760221,0.540860544,0.995287547,0.946075965,0.886792453,0.882352941,0.666666667
0.419750995,0.46102441,0.565122058,0.597001304,0.940028072,0.941190667,0.309024309,0.541935812,0.995462082,0.945698654,0.886792453,0.882352941,0.666666667
0.414034048,0.469187675,0.565852945,0.607692308,0.940028072,0.940633608,0.308287293,0.541935812,0.995374815,0.946484719,0.886792453,0.882352941,0.666666667
0.417294825,0.466826731,0.563002485,0.604563233,0.940028072,0.940792768,0.310128177,0.539247642,0.99554935,0.946075965,0.886792453,0.882352941,0.666666667
0.414457525,0.46102441,0.559494226,0.610234681,0.940430862,0.941906885,0.311970166,0.536559472,0.995374815,0.946075965,0.886792453,0.882352941,0.666666667
0.412763615,0.46102441,0.562344686,0.604563233,0.940833837,0.942145465,0.31381105,0.533870585,0.996072956,0.945698654,0.886792453,0.882352941,0.666666667
0.421402558,0.46142457,0.567972519,0.604563233,0.941236812,0.942066045,0.318232044,0.531183132,0.995113012,0.947302226,0.886792453,0.882352941,0.666666667
0.414838655,0.458303321,0.561613799,0.60958279,0.942166613,0.942702524,0.318232044,0.531183132,0.995811153,0.946484719,0.886792453,0.882352941,0.666666667
0.418565258,0.462184874,0.560152025,0.604563233,0.942445367,0.943737221,0.318232044,0.531183132,0.996072956,0.946075965,0.886792453,0.882352941,0.666666667
0.421826035,0.46142457,0.557374653,0.595697523,0.943561313,0.94405554,0.320994475,0.527956611,0.99589842,0.946075965,0.886792453,0.882352941,0.666666667
0.41568561,0.464105642,0.553062418,0.599478488,0.943096227,0.943975801,0.323756906,0.524731523,0.996945632,0.946484719,0.886792453,0.882352941,0.666666667
0.417294825,0.459863946,0.555912878,0.605149935,0.943561313,0.9442147,0.32320442,0.524158047,0.995025744,0.945698654,0.886792453,0.882352941,0.652777778
0.417718303,0.468387355,0.554487648,0.598826597,0.943561313,0.94465223,0.322651934,0.523583854,0.995374815,0.945289901,0.886792453,0.882352941,0.652777778
0.42059795,0.454021609,0.553062418,0.587483703,0.943747087,0.945089919,0.322099448,0.523011095,0.996160223,0.945289901,0.886792453,0.882352941,0.652777778
0.413187092,0.454021609,0.565852945,0.597001304,0.944119193,0.944692179,0.321546961,0.522437618,0.996509294,0.946484719,0.886792453,0.882352941,0.652777778
0.418946388,0.459103641,0.551673732,0.598826597,0.944026213,0.945408398,0.320994475,0.521864142,0.995985688,0.945698654,0.886792453,0.882352941,0.652777778
0.414457525,0.468787515,0.547434586,0.595697523,0.943654293,0.945328818,0.320441989,0.524193889,0.995025744,0.945289901,0.886792453,0.882352941,0.652777778
0.417718303,0.454021609,0.557374653,0.594458931,0.944119193,0.94453286,0.317127072,0.526523637,0.996160223,0.944472393,0.886792453,0.882352941,0.652777778
0.416490218,0.461784714,0.557374653,0.603911343,0.944212173,0.94453286,0.31381105,0.528852667,0.996422026,0.944472393,0.886792453,0.882352941,0.652777778
0.413187092,0.463345338,0.55810554,0.610886571,0.943561313,0.94405554,0.314917127,0.531183132,0.995462082,0.945698654,0.886792453,0.882352941,0.652777778
0.41568561,0.464105642,0.553062418,0.598239896,0.943623238,0.94405554,0.310497238,0.536200332,0.996072956,0.945698654,0.886792453,0.882352941,0.652777778
0.418565258,0.456382553,0.563002485,0.593220339,0.943685162,0.945010339,0.309392265,0.537634023,0.996683829,0.946893473,0.886792453,0.882352941,0.652777778
0.41606674,0.463345338,0.557374653,0.60202086,0.943747087,0.945010339,0.311601105,0.536917895,0.996247491,0.945698654,0.886792453,0.882352941,0.652777778
0.417294825,0.465666267,0.558763339,0.608344198,0.943003433,0.94405554,0.311601105,0.536200332,0.995811153,0.945698654,0.886792453,0.882352941,0.652777778
0.420174473,0.456742697,0.553062418,0.58559322,0.943375353,0.9442147,0.311601105,0.535484204,0.995113012,0.945698654,0.886792453,0.882352941,0.652777778
