signal-013,signal-014,signal-015,signal-017,signal-061,signal-062,signal-082,signal-114,signal-115,signal-122
0.279679144,0.437564499,0.276387803,0.397830548,0.82171297,0.701442841,0.517259786,0.861538462,0.867924528,0.879310345
0.27459893,0.437564499,0.261141517,0.394898857,0.820467949,0.699223085,0.517259786,0.861538462,0.867924528,0.879310345
0.285026738,0.42750258,0.257623143,0.391967165,0.819223924,0.69700444,0.517259786,0.861538462,0.867924528,0.879310345
0.287433155,0.40995872,0.265050821,0.391967165,0.817978902,0.692564928,0.517259786,0.861538462,0.867924528,0.879310345
0.271925134,0.45252838,0.265050821,0.411902668,0.816732885,0.69145394,0.517259786,0.861538462,0.867924528,0.879310345
0.282352941,0.440144479,0.280297107,0.394898857,0.819223924,0.700334073,0.517259786,0.861538462,0.867924528,0.879310345
0.282352941,0.437564499,0.283815481,0.400469071,0.82171297,0.701442841,0.551779359,0.861538462,0.867924528,0.879310345
0.282352941,0.424922601,0.272869429,0.394898857,0.822460979,0.704773585,0.551779359,0.861538462,0.867924528,0.879310345
0.282352941,0.440144479,0.276387803,0.400469071,0.823207991,0.704496115,0.551779359,0.861538462,0.867924528,0.879310345
0.282352941,0.48245614,0.257623143,0.411902668,0.823954008,0.704218646,0.551779359,0.861538462,0.867924528,0.879310345
0.295454545,0.4499484,0.283815481,0.406185869,0.824702017,0.703941176,0.551779359,0.861538462,0.867924528,0.879310345
0.277005348,0.462590248,0.261141517,0.400469071,0.823207991,0.703663707,0.517259786,0.861538462,0.867924528,0.879310345
0.282352941,0.44504644,0.280297107,0.403400762,0.82171297,0.699223085,0.517259786,0.861538462,0.867924528,0.879310345
0.279679144,0.44504644,0.268960125,0.397830548,0.822709983,0.703663707,0.482740214,0.861538462,0.867924528,0.879310345
0.27459893,0.422600619,0.272869429,0.389328643,0.823705004,0.705883463,0.482740214,0.861538462,0.867924528,0.879310345
0.269518717,0.44504644,0.257623143,0.400469071,0.822709983,0.703663707,0.482740214,0.861538462,0.867924528,0.879310345
0.285026738,0.45252838,0.257623143,0.400469071,0.82171297,0.701442841,0.482740214,0.861538462,0.867924528,0.879310345
0.269518717,0.497420021,0.257623143,0.417472882,0.820717949,0.695894562,0.482740214,0.861538462,0.867924528,0.879310345
0.295454545,0.4499484,0.276387803,0.403400762,0.823705004,0.704773585,0.517259786,0.861538462,0.867924528,0.879310345
0.277005348,0.43498452,0.261141517,0.400469071,0.82669405,0.709211987,0.517259786,0.861538462,0.867924528,0.879310345
0.287433155,0.4499484,0.268960125,0.394898857,0.824951021,0.704773585,0.517259786,0.861538462,0.867924528,0.879310345
0.277005348,0.437564499,0.268960125,0.400469071,0.823207991,0.706992231,0.482740214,0.861538462,0.867924528,0.879310345
0.269518717,0.42750258,0.257623143,0.391967165,0.821464962,0.70199778,0.517259786,0.861538462,0.867924528,0.879310345
0.287433155,0.442724458,0.265050821,0.400469071,0.819721932,0.69700444,0.517259786,0.861538462,0.867924528,0.879310345
0.277005348,0.4125387,0.268960125,0.394898857,0.82171297,0.701442841,0.517259786,0.861538462,0.867924528,0.879310345
0.271925134,0.440144479,0.257623143,0.397830548,0.821215957,0.701442841,0.517259786,0.861538462,0.867924528,0.879310345
0.290106952,0.45252838,0.250195465,0.394898857,0.820717949,0.69700444,0.517259786,0.861538462,0.867924528,0.879310345
0.282352941,0.46001032,0.257623143,0.400469071,0.818725915,0.697892342,0.517259786,0.861538462,0.867924528,0.879310345
0.287433155,0.43498452,0.257623143,0.394898857,0.818974919,0.698780244,0.517259786,0.861538462,0.867924528,0.879310345
0.290106952,0.442724458,0.265050821,0.394898857,0.819223924,0.699667037,0.517259786,0.861538462,0.867924528,0.879310345
0.282352941,0.424922601,0.280297107,0.400469071,0.819472928,0.700554939,0.551779359,0.861538462,0.867924528,0.879310345
0.290106952,0.440144479,0.265050821,0.400469071,0.819721932,0.701442841,0.551779359,0.861538462,0.867924528,0.879310345
0.27459893,0.46749226,0.272869429,0.409264145,0.815737864,0.69145394,0.551779359,0.861538462,0.867924528,0.879310345
0.285026738,0.430082559,0.261141517,0.394898857,0.815737864,0.693673696,0.551779359,0.861538462,0.867924528,0.879310345
0.279679144,0.430082559,0.257623143,0.403400762,0.815737864,0.694784684,0.551779359,0.861538462,0.867924528,0.879310345
0.271925134,0.42002064,0.280297107,0.397830548,0.815737864,0.695894562,0.551779359,0.861538462,0.867924528,0.879310345
0.285026738,0.43253354,0.276583268,0.394898857,0.817729898,0.700334073,0.517259786,0.861538462,0.867924528,0.879310345
0.290106952,0.44504644,0.272869429,0.397830548,0.816732885,0.695894562,0.551779359,0.861538462,0.867924528,0.879310345
0.277005348,0.42750258,0.257623143,0.403400762,0.818725915,0.700334073,0.517259786,0.861538462,0.867924528,0.879310345
0.290106952,0.45252838,0.261141517,0.394898857,0.818327508,0.698114317,0.517259786,0.861538462,0.867924528,0.879310345
0.287433155,0.442724458,0.261141517,0.403400762,0.817929102,0.700889012,0.517259786,0.861538462,0.867924528,0.879310345
0.279679144,0.42002064,0.257623143,0.391967165,0.817529699,0.703663707,0.551779359,0.861538462,0.867924528,0.879310345
0.279679144,0.455108359,0.280297107,0.403400762,0.817132288,0.69700444,0.517259786,0.861538462,0.867924528,0.879310345
0.282352941,0.465170279,0.268960125,0.406234711,0.816732885,0.699223085,0.551779359,0.861538462,0.867924528,0.879310345
0.287433155,0.462590248,0.268960125,0.409068719,0.817230894,0.699223085,0.551779359,0.861538462,0.867924528,0.879310345
0.282352941,0.45252838,0.272869429,0.411902668,0.817729898,0.699223085,0.551779359,0.861538462,0.867924528,0.879310345
0.271925134,0.432662539,0.261141517,0.397830548,0.816401212,0.695894562,0.551779359,0.861538462,0.867924528,0.879310345
0.287433155,0.422600619,0.268960125,0.39211375,0.815073521,0.695894562,0.551779359,0.861538462,0.867924528,0.879310345
0.287433155,0.430082559,0.268960125,0.386396951,0.81374583,0.690345172,0.517259786,0.861538462,0.867924528,0.879310345
0.27459893,0.424922601,0.265050821,0.394898857,0.811753797,0.687015538,0.517259786,0.861538462,0.867924528,0.879310345
0.282352941,0.44504644,0.268960125,0.397830548,0.811753797,0.689235294,0.551779359,0.861538462,0.867924528,0.879310345
0.264171123,0.4499484,0.257623143,0.397830548,0.811753797,0.69145394,0.517259786,0.861538462,0.867924528,0.879310345
0.27459893,0.415118627,0.261141517,0.400469071,0.808765746,0.68590455,0.517259786,0.861538462,0.867924528,0.879310345
0.285026738,0.42750258,0.261141517,0.386396951,0.809760767,0.690345172,0.517259786,0.861538462,0.867924528,0.879310345
0.26684492,0.415118627,0.257623143,0.386396951,0.808765746,0.684795782,0.517259786,0.861538462,0.867924528,0.879310345
0.269518717,0.457688338,0.268960125,0.394898857,0.807768733,0.687015538,0.551779359,0.861538462,0.867924528,0.879310345
0.279679144,0.457688338,0.257623143,0.397830548,0.808765746,0.692564928,0.517259786,0.861538462,0.867924528,0.879310345
0.271925134,0.437564499,0.272869429,0.391967165,0.809760767,0.692564928,0.517259786,0.861538462,0.867924528,0.879310345
0.285026738,0.42750258,0.268960125,0.394898857,0.809760767,0.692564928,0.517259786,0.861538462,0.867924528,0.879310345
0.261497326,0.432662539,0.257623143,0.394898857,0.809760767,0.696264151,0.517259786,0.861538462,0.867924528,0.879310345
0.261497326,0.40505676,0.268960125,0.389328643,0.811753797,0.699964484,0.551779359,0.861538462,0.867924528,0.879310345
0.271925134,0.42002064,0.265050821,0.391967165,0.81374583,0.703663707,0.517259786,0.861538462,0.867924528,0.879310345
0.271925134,0.440144479,0.257623143,0.389328643,0.81374583,0.703663707,0.517259786,0.861538462,0.867924528,0.879310345
0.271925134,0.457688338,0.276387803,0.403400762,0.815239856,0.70754828,0.551779359,0.861538462,0.867924528,0.879310345
0.287433155,0.437564499,0.268960125,0.391967165,0.816732885,0.711432852,0.517259786,0.861538462,0.867924528,0.879310345
0.271925134,0.430082559,0.276387803,0.394898857,0.816235873,0.703663707,0.517259786,0.861538462,0.867924528,0.879310345
0.26684492,0.40505676,0.268960125,0.386396951,0.815737864,0.705883463,0.551779359,0.861538462,0.867924528,0.879310345
0.282352941,0.44504644,0.276387803,0.39211375,0.81374583,0.69700444,0.551779359,0.861538462,0.867924528,0.879310345
0.277005348,0.432662539,0.268960125,0.397830548,0.814741847,0.702553829,0.517259786,0.861538462,0.867924528,0.879310345
0.279679144,0.417698658,0.265050821,0.391967165,0.815737864,0.705883463,0.517259786,0.861538462,0.867924528,0.879310345
0.27459893,0.415118627,0.257623143,0.389328643,0.81374583,0.699223085,0.517259786,0.861538462,0.867924528,0.879310345
0.279679144,0.417698658,0.257623143,0.394898857,0.814410174,0.703663707,0.517259786,0.861538462,0.867924528,0.879310345
0.297860963,0.437564499,0.257623143,0.400469071,0.815073521,0.70199889,0.517259786,0.861538462,0.867924528,0.879310345
0.27459893,0.42750258,0.253713839,0.389328643,0.815737864,0.700334073,0.482740214,0.861538462,0.867924528,0.879310345
0.277005348,0.424922601,0.261141517,0.397830548,0.818725915,0.706992231,0.482740214,0.861538462,0.867924528,0.879310345
0.261497326,0.51006192,0.257623143,0.409264145,0.817729898,0.704773585,0.482740214,0.861538462,0.867924528,0.879310345
0.27459893,0.42002064,0.268960125,0.389328643,0.818061572,0.702553829,0.482740214,0.861538462,0.867924528,0.879310345
0.27459893,0.424922601,0.272869429,0.391967165,0.818393245,0.701442841,0.482740214,0.861538462,0.867924528,0.879310345
0.27459893,0.480134159,0.257623143,0.411902668,0.818725915,0.700334073,0.482740214,0.861538462,0.867924528,0.879310345
0.27459893,0.45252838,0.272673964,0.400469071,0.819721932,0.702553829,0.482740214,0.861538462,0.867924528,0.879310345
0.295454545,0.432662539,0.287724785,0.400469071,0.820717949,0.701442841,0.517259786,0.861538462,0.867924528,0.879310345
0.27459893,0.440144479,0.272869429,0.403400762,0.82171297,0.703663707,0.517259786,0.861538462,0.867924528,0.879310345
0.27459893,0.462590248,0.272869429,0.403400762,0.820717949,0.699224195,0.517259786,0.861538462,0.867924528,0.879310345
0.279679144,0.44504644,0.283815481,0.409264145,0.817729898,0.694784684,0.517259786,0.861538462,0.867924528,0.879310345
0.282352941,0.457688338,0.283815481,0.400469071,0.818127309,0.69700444,0.551779359,0.861538462,0.867924528,0.879310345
0.295454545,0.462590248,0.283815481,0.414834359,0.818526712,0.694784684,0.551779359,0.861538462,0.867924528,0.879310345
0.290240642,0.465170279,0.272869429,0.414834359,0.818924122,0.69700444,0.551779359,0.861538462,0.867924528,0.879310345
0.285026738,0.43498452,0.268960125,0.403400762,0.819323525,0.699223085,0.551779359,0.861538462,0.867924528,0.879310345
0.271925134,0.42750258,0.276387803,0.400469071,0.819721932,0.69700444,0.517259786,0.861538462,0.867924528,0.879310345
0.282352941,0.415118627,0.265050821,0.400469071,0.815737864,0.687015538,0.551779359,0.861538462,0.867924528,0.879310345
0.282352941,0.437564499,0.276387803,0.403400762,0.815073521,0.692564928,0.517259786,0.861538462,0.867924528,0.879310345
0.285026738,0.465170279,0.276387803,0.403400762,0.814410174,0.69145394,0.551779359,0.861538462,0.867924528,0.879310345
