signal-042,signal-043,signal-051,signal-052,signal-053,signal-054,signal-100,signal-101,signal-102
0.464580875,0.454277865,0.644541485,0.610045662,0.606139589,0.326909842,0.819672131,0.68852459,0.764705882
0.464631359,0.454179749,0.651528384,0.663013699,0.612703929,0.339986235,0.803278689,0.68852459,0.764705882
0.464631359,0.454081633,0.647307132,0.663013699,0.617337581,0.339986235,0.819672131,0.68852459,0.784313725
0.464631359,0.453983516,0.638864629,0.345205479,0.609904431,0.267033723,0.803278689,0.68852459,0.764705882
0.464631359,0.4538854,0.636098981,0.247488584,0.60145767,0.379903648,0.819672131,0.68852459,0.764705882
0.464631359,0.453787284,0.630422125,0.203652968,0.593010908,0.260151411,0.819672131,0.68852459,0.784313725
0.464631359,0.453689168,0.631877729,0.203652968,0.597741095,0.206469374,0.819672131,0.68852459,0.784313725
0.465235954,0.454474097,0.628966521,0.619178082,0.594941597,0.206469374,0.803278689,0.68852459,0.784313725
0.464933656,0.455259027,0.630422125,0.547945205,0.597741095,0.333103923,0.819672131,0.68852459,0.764705882
0.464631359,0.455259027,0.636098981,0.566210046,0.602374747,0.240192705,0.819672131,0.68852459,0.764705882
0.464933656,0.455259027,0.645997089,0.619178082,0.606139589,0.313145217,0.819672131,0.68852459,0.764705882
0.465235954,0.455259027,0.647307132,0.265753425,0.608939087,0.353062629,0.803278689,0.68852459,0.764705882
0.465235954,0.455259027,0.650218341,0.345205479,0.608939087,0.353062629,0.819672131,0.68852459,0.764705882
0.465235954,0.455259027,0.645997089,0.238356164,0.602374747,0.406744666,0.819672131,0.68852459,0.764705882
0.464631359,0.455259027,0.643085881,0.16803653,0.603340091,0.426703372,0.803278689,0.68852459,0.764705882
0.465235954,0.455259027,0.633187773,0.547945205,0.593010908,0.432897454,0.819672131,0.68852459,0.764705882
0.464631359,0.455259027,0.626200873,0.530593607,0.592045564,0.432897454,0.819672131,0.68852459,0.764705882
0.464933656,0.455259027,0.636098981,0.600913242,0.600540593,0.446662078,0.819672131,0.68852459,0.764705882
0.465235954,0.456043956,0.631877729,0.62739726,0.597741095,0.406744666,0.819672131,0.68852459,0.764705882
0.465235954,0.45588697,0.641630277,0.309589041,0.606139589,0.339986235,0.819672131,0.68852459,0.764705882
0.465235954,0.455729984,0.650218341,0.230136986,0.608939087,0.392980041,0.819672131,0.68852459,0.764705882
0.465235954,0.455572998,0.647307132,0.221004566,0.613669273,0.399862354,0.819672131,0.68852459,0.764705882
0.465235954,0.455416013,0.654439592,0.221004566,0.607973743,0.206469374,0.819672131,0.68852459,0.764705882
0.464933656,0.455259027,0.637409025,0.63652968,0.594941597,0.333103923,0.803278689,0.68852459,0.764705882
0.464631359,0.454866562,0.640320233,0.680365297,0.597741095,0.300068823,0.803278689,0.68852459,0.764705882
0.46448021,0.454474097,0.630422125,0.62739726,0.591176755,0.280110117,0.803278689,0.68852459,0.764705882
0.464329062,0.456828885,0.636098981,0.619178082,0.601409402,0.479697178,0.803278689,0.68852459,0.764705882
0.464631359,0.456828885,0.637409025,0.63652968,0.602374747,0.486579491,0.803278689,0.68852459,0.764705882
0.464933656,0.456828885,0.647307132,0.238356164,0.612703929,0.553337922,0.803278689,0.68852459,0.764705882
0.465235954,0.456828885,0.658660844,0.203652968,0.616468771,0.499655884,0.803278689,0.68852459,0.764705882
0.465235954,0.456828885,0.652983988,0.203652968,0.609904431,0.412938747,0.803278689,0.68852459,0.764705882
0.465235954,0.456828885,0.645924309,0.362557078,0.607104933,0.466620785,0.803278689,0.68852459,0.764705882
0.465235954,0.456828885,0.638864629,0.115068493,0.602374747,0.492773572,0.803278689,0.68852459,0.764705882
0.465235954,0.457613815,0.630422125,0.149771689,0.593976253,0.41982106,0.803278689,0.68852459,0.764705882
0.465235954,0.458398744,0.638864629,0.326940639,0.604305435,0.539573297,0.803278689,0.68852459,0.764705882
0.465235954,0.459183673,0.640320233,0.345205479,0.603340091,0.439779766,0.803278689,0.68852459,0.764705882
0.465235954,0.458137363,0.640320233,0.336073059,0.606139589,0.486579491,0.803278689,0.68852459,0.764705882
0.464631359,0.457090267,0.643085881,0.433789954,0.605174245,0.533379215,0.803278689,0.68852459,0.764705882
0.465235954,0.456043956,0.650218341,0.211872146,0.608939087,0.353062629,0.803278689,0.68852459,0.764705882
0.464631359,0.455983516,0.644541485,0.16803653,0.597741095,0.300068823,0.803278689,0.68852459,0.764705882
0.464933656,0.455923077,0.643085881,0.6456621,0.602374747,0.253269098,0.803278689,0.68852459,0.764705882
0.465235954,0.455862637,0.637481805,0.663013699,0.595810406,0.326909842,0.803278689,0.68852459,0.764705882
0.465205724,0.455802198,0.631877729,0.663013699,0.598609904,0.432897454,0.803278689,0.68852459,0.764705882
0.465175494,0.455741758,0.631877729,0.6456621,0.591176755,0.432897454,0.803278689,0.68852459,0.764705882
0.465145264,0.455681319,0.633187773,0.203652968,0.601409402,0.38678596,0.803278689,0.68852459,0.764705882
0.465115035,0.455620879,0.637409025,0.380821918,0.598609904,0.366827254,0.803278689,0.68852459,0.764705882
0.465084805,0.455561224,0.637409025,0.380821918,0.604305435,0.446662078,0.803278689,0.68852459,0.764705882
0.465054575,0.4555,0.636098981,0.468493151,0.596775751,0.553337922,0.803278689,0.68852459,0.764705882
0.465024346,0.455440345,0.638864629,0.371689498,0.604305435,0.553337922,0.803278689,0.68852459,0.764705882
0.464994116,0.455379906,0.638864629,0.185388128,0.604305435,0.553337922,0.803278689,0.68852459,0.764705882
0.464963886,0.455319466,0.644541485,0.362557078,0.605174245,0.506538197,0.803278689,0.68852459,0.764705882
0.464933656,0.455259027,0.645997089,0.433789954,0.611738585,0.126634549,0.803278689,0.68852459,0.764705882
0.465538251,0.456828885,0.650218341,0.592694064,0.607104933,0.046111493,0.803278689,0.68852459,0.764705882
0.465387102,0.456697802,0.650218341,0.672146119,0.608939087,0.079834825,0.803278689,0.68852459,0.764705882
0.465235954,0.456566719,0.643158661,0.619178082,0.595810406,0.079834825,0.803278689,0.68852459,0.764705882
0.464933656,0.456435636,0.636098981,0.547945205,0.593976253,0.553337922,0.803278689,0.68852459,0.764705882
0.464631359,0.456305338,0.626200873,0.149771689,0.59021141,0.559532003,0.803278689,0.68852459,0.764705882
0.464631359,0.456175039,0.634643377,0.309589041,0.604305435,0.533379215,0.803278689,0.68852459,0.764705882
0.464631359,0.456043956,0.637409025,0.398173516,0.599575249,0.559532003,0.803278689,0.68852459,0.764705882
0.464631359,0.456043956,0.641630277,0.238356164,0.605174245,0.106675843,0.803278689,0.68852459,0.764705882
0.464631359,0.456043956,0.648762737,0.689497717,0.605174245,0.106675843,0.803278689,0.68852459,0.764705882
0.464631359,0.456043956,0.647307132,0.62739726,0.602374747,0.326909842,0.803278689,0.68852459,0.764705882
0.464933656,0.456043956,0.638864629,0.513242009,0.597741095,0.479697178,0.803278689,0.68852459,0.764705882
0.465235954,0.456043956,0.630422125,0.442009132,0.592045564,0.066758431,0.803278689,0.68852459,0.764705882
0.464631359,0.456043956,0.630422125,0.105936073,0.589246066,0.293186511,0.803278689,0.68852459,0.764705882
0.464832991,0.456043956,0.627510917,0.62739726,0.589246066,0.293186511,0.803278689,0.68852459,0.764705882
0.465034321,0.456043956,0.633187773,0.600913242,0.591176755,0.139710943,0.803278689,0.68852459,0.764705882
0.465235954,0.456043956,0.634643377,0.63652968,0.601409402,0.479697178,0.803278689,0.68852459,0.764705882
0.464631359,0.456043956,0.643085881,0.63652968,0.604305435,0.459738472,0.803278689,0.68852459,0.764705882
0.464631359,0.456043956,0.644541485,0.123287671,0.603340091,0.499655884,0.803278689,0.68852459,0.764705882
0.464631359,0.456043956,0.652983988,0.149771689,0.608939087,0.479697178,0.803278689,0.68852459,0.764705882
0.464631359,0.456043956,0.654439592,0.149771689,0.611738585,0.426703372,0.803278689,0.68852459,0.764705882
0.464631359,0.456043956,0.643085881,0.265753425,0.601409402,0.499655884,0.803278689,0.68852459,0.764705882
0.464933656,0.456043956,0.628966521,0.185388128,0.589246066,0.526496903,0.803278689,0.68852459,0.764705882
0.465235954,0.456043956,0.634643377,0.185388128,0.584612414,0.492773572,0.803278689,0.68852459,0.764705882
0.464933656,0.456043956,0.630422125,0.326940639,0.588377256,0.406744666,0.803278689,0.68852459,0.764705882
0.464631359,0.456043956,0.637409025,0.256621005,0.594941597,0.499655884,0.803278689,0.68852459,0.764705882
0.465235954,0.456043956,0.641630277,0.326940639,0.607104933,0.553337922,0.803278689,0.68852459,0.764705882
0.465034321,0.456043956,0.655749636,0.194520548,0.607973743,0.45285616,0.803278689,0.68852459,0.764705882
0.464832991,0.456043956,0.655749636,0.203652968,0.607973743,0.406744666,0.803278689,0.68852459,0.764705882
0.464631359,0.456043956,0.655749636,0.380821918,0.607973743,0.499655884,0.803278689,0.68852459,0.764705882
0.465538251,0.457090267,0.644541485,0.292237443,0.603340091,0.493117688,0.803278689,0.68852459,0.764705882
0.465387102,0.458137363,0.634643377,0.460273973,0.59021141,0.486579491,0.803278689,0.68852459,0.764705882
0.465235954,0.459183673,0.627510917,0.521461187,0.591176755,0.512732278,0.803278689,0.68852459,0.764705882
0.464329062,0.459340659,0.637409025,0.592694064,0.597741095,0.240192705,0.803278689,0.68852459,0.764705882
0.46448021,0.459497645,0.641630277,0.574429224,0.598609904,0.166551961,0.819672131,0.68852459,0.764705882
0.464631359,0.459654631,0.644541485,0.398173516,0.607104933,0.253269098,0.803278689,0.68852459,0.764705882
0.464782508,0.459811617,0.652983988,0.663013699,0.606139589,0.166551961,0.803278689,0.68852459,0.764705882
0.464933656,0.459968603,0.654439592,0.680365297,0.605174245,0.459738472,0.803278689,0.68852459,0.764705882
0.464631359,0.460125589,0.648762737,0.17716895,0.605174245,0.339986235,0.803278689,0.68852459,0.764705882
0.464631359,0.460282575,0.644541485,0.17716895,0.603340091,0.399862354,0.803278689,0.68852459,0.764705882
0.464631359,0.46043956,0.633187773,0.389041096,0.589246066,0.339986235,0.803278689,0.68852459,0.764705882
0.464631359,0.460596546,0.631877729,0.230136986,0.586446568,0.432897454,0.803278689,0.68852459,0.764705882
0.465235954,0.460753532,0.637409025,0.557077626,0.597741095,0.486579491,0.803278689,0.68852459,0.764705882
0.464933656,0.461799843,0.637409025,0.362557078,0.604305435,0.533379215,0.803278689,0.68852459,0.764705882
0.464631359,0.462846939,0.647307132,0.115068493,0.602374747,0.533379215,0.803278689,0.68852459,0.764705882
0.465235954,0.46389325,0.645997089,0.17716895,0.601409402,0.406744666,0.803278689,0.68852459,0.764705882
0.464631359,0.463631868,0.650218341,0.557077626,0.607973743,0.466620785,0.803278689,0.68852459,0.764705882
0.464933656,0.463369702,0.644541485,0.238356164,0.604305435,0.512732278,0.803278689,0.68852459,0.764705882
0.465235954,0.46310832,0.640320233,0.221004566,0.599575249,0.479697178,0.803278689,0.68852459,0.764705882
0.464631359,0.462846939,0.633187773,0.132420091,0.592045564,0.300068823,0.803278689,0.68852459,0.764705882
0.465235954,0.462584772,0.634643377,0.63652968,0.588377256,0.166551961,0.803278689,0.68852459,0.764705882
0.464631359,0.462323391,0.637481805,0.62739726,0.593976253,0.306951136,0.803278689,0.68852459,0.764705882
0.465235954,0.462435636,0.640320233,0.583561644,0.593976253,0.159669649,0.819672131,0.68852459,0.764705882
0.464933656,0.462547881,0.645997089,0.600913242,0.609904431,0.45285616,0.803278689,0.68852459,0.764705882
0.464631359,0.462660126,0.650218341,0.16803653,0.605174245,0.526496903,0.803278689,0.68852459,0.764705882
0.464674587,0.462771586,0.655749636,0.149771689,0.609904431,0.512732278,0.803278689,0.68852459,0.764705882
0.464717816,0.46288383,0.641630277,0.194520548,0.599575249,0.526496903,0.803278689,0.68852459,0.764705882
0.464761045,0.462996075,0.638864629,0.256621005,0.594941597,0.139710943,0.803278689,0.68852459,0.764705882
0.464803971,0.46310832,0.628966521,0.619178082,0.592045564,0.153475568,0.803278689,0.68852459,0.764705882
0.464847199,0.463579278,0.643085881,0.574429224,0.603340091,0.133516862,0.803278689,0.68852459,0.764705882
0.464890428,0.464050235,0.651528384,0.653881279,0.602374747,0.106675843,0.803278689,0.68852459,0.764705882
0.464933656,0.464521193,0.65720524,0.672146119,0.608939087,0.446662078,0.803278689,0.68852459,0.764705882
0.464983838,0.464992151,0.644541485,0.663013699,0.604305435,0.472814866,0.803278689,0.68852459,0.764705882
0.465034321,0.465463108,0.633187773,0.203652968,0.593976253,0.526496903,0.803278689,0.68852459,0.764705882
0.465084805,0.466248038,0.631877729,0.265753425,0.593976253,0.539573297,0.803278689,0.68852459,0.764705882
0.465135289,0.467032967,0.637409025,0.504109589,0.596775751,0.19339298,0.803278689,0.68852459,0.764705882
0.46518547,0.467817896,0.651528384,0.557077626,0.607973743,0.253269098,0.803278689,0.68852459,0.764705882
0.465235954,0.468602826,0.651528384,0.653881279,0.599575249,0.086717137,0.819672131,0.68852459,0.764705882
0.464631359,0.467817896,0.648762737,0.600913242,0.598609904,0.106675843,0.819672131,0.68852459,0.764705882
0.464933656,0.468210361,0.637409025,0.6456621,0.585577758,0.499655884,0.819672131,0.68852459,0.764705882
0.465235954,0.468602826,0.63459476,0.6456621,0.585577758,0.346868548,0.803278689,0.68852459,0.764705882
0.465235954,0.46899529,0.631780786,0.62739726,0.595810406,0.346868548,0.803278689,0.68852459,0.764705882
0.465235954,0.469387755,0.628966521,0.494977169,0.592045564,0.553337922,0.803278689,0.68852459,0.764705882
0.465235954,0.46978022,0.644541485,0.149771689,0.593976253,0.166551961,0.819672131,0.68852459,0.764705882
0.465235954,0.470172684,0.648762737,0.292237443,0.596775751,0.466620785,0.803278689,0.68852459,0.764705882
0.465235954,0.470565149,0.647307132,0.292237443,0.598609904,0.492773572,0.819672131,0.68852459,0.764705882
0.465235954,0.470957614,0.651528384,0.132420091,0.604305435,0.512732278,0.819672131,0.68852459,0.764705882
0.465235954,0.471349294,0.637409025,0.247488584,0.588377256,0.326909842,0.803278689,0.68852459,0.764705882
0.465235954,0.471742543,0.630422125,0.221004566,0.58364707,0.45285616,0.819672131,0.68852459,0.764705882
0.465235954,0.471742543,0.626200873,0.336073059,0.591128487,0.553337922,0.819672131,0.68852459,0.764705882
0.465235954,0.471742543,0.637409025,0.238356164,0.598609904,0.553337922,0.819672131,0.68852459,0.764705882
0.465235954,0.471742543,0.650218341,0.256621005,0.601409402,0.539573297,0.819672131,0.68852459,0.764705882
0.465235954,0.471742543,0.650218341,0.17716895,0.600540593,0.353062629,0.819672131,0.68852459,0.764705882
0.465235954,0.473312402,0.648762737,0.451141553,0.602374747,0.459738472,0.819672131,0.68852459,0.764705882
0.465235954,0.473200157,0.638864629,0.292237443,0.603340091,0.526496903,0.803278689,0.68852459,0.764705882
0.465538251,0.473087912,0.634643377,0.292237443,0.592045564,0.512732278,0.819672131,0.68852459,0.764705882
0.465235954,0.472975667,0.624745269,0.123287671,0.588377256,0.260151411,0.803278689,0.68852459,0.764705882
0.464933656,0.472864207,0.634643377,0.583561644,0.598609904,0.246386786,0.819672131,0.68852459,0.764705882
0.464631359,0.472751962,0.641703057,0.6456621,0.605174245,0.379903648,0.819672131,0.68852459,0.764705882
0.464329062,0.472639717,0.648762737,0.592694064,0.605174245,0.253269098,0.803278689,0.68852459,0.764705882
0.464329062,0.472527473,0.648762737,0.680365297,0.601409402,0.412938747,0.803278689,0.68852459,0.764705882
