signal-016,signal-031,signal-032,signal-033,signal-044,signal-045,signal-103,signal-104,signal-105
0.72313145,0.604799556,0.782958017,0.486595343,0.948433158,0.857352941,0.554054054,0.739130435,0.739130435
0.715104764,0.596754057,0.788389725,0.492762744,0.949406305,0.858234118,0.554054054,0.739130435,0.739130435
0.712081726,0.591344153,0.780807967,0.481686595,0.950379451,0.859116471,0.554054054,0.739130435,0.739130435
0.707078078,0.592731308,0.785108068,0.474386407,0.94979568,0.86,0.554054054,0.739130435,0.739130435
0.713124153,0.592731308,0.787258119,0.482945249,0.950963222,0.864704706,0.554054054,0.739130435,0.739130435
0.715104764,0.604799556,0.799366301,0.502454374,0.950379451,0.862351765,0.554054054,0.739130435,0.739130435
0.719170228,0.603412401,0.794953038,0.496412838,0.94979568,0.86,0.554054054,0.739130435,0.739130435
0.716147191,0.600776807,0.79721625,0.492762744,0.950963222,0.862351765,0.554054054,0.739130435,0.739130435
0.721150839,0.603412401,0.792802987,0.491504091,0.950671337,0.861764706,0.554054054,0.739130435,0.739130435
0.72313145,0.598002497,0.791671382,0.491504091,0.950379451,0.861176471,0.540540541,0.739130435,0.739130435
0.718127802,0.598002497,0.781826412,0.48533669,0.950496205,0.859411765,0.554054054,0.739130435,0.739130435
0.720212655,0.595366902,0.780807967,0.487853996,0.95061296,0.857647059,0.554054054,0.739130435,0.739130435
0.712081726,0.599389652,0.77752631,0.471994965,0.950729714,0.86,0.554054054,0.739130435,0.739130435
0.712081726,0.593979748,0.780807967,0.474386407,0.950846468,0.86,0.554054054,0.739130435,0.739130435
0.713089336,0.61020946,0.791671382,0.498804279,0.950963222,0.86,0.554054054,0.739130435,0.739130435
0.714097154,0.603412401,0.790539776,0.488986784,0.952130765,0.862351765,0.554054054,0.739130435,0.739130435
0.715104764,0.606047996,0.796084644,0.492762744,0.951546994,0.858823529,0.554054054,0.739130435,0.739130435
0.719170228,0.603412401,0.793934593,0.484203902,0.950963222,0.857647059,0.554054054,0.739130435,0.739130435
0.724173877,0.602025246,0.787258119,0.495154185,0.950379451,0.856470588,0.554054054,0.739130435,0.739130435
0.722193266,0.599389652,0.787258119,0.495154185,0.94979568,0.855294118,0.554054054,0.739130435,0.739130435
0.721150839,0.592731308,0.77746973,0.496412838,0.94979568,0.852352941,0.554054054,0.739130435,0.739130435
0.717189617,0.587321404,0.76768134,0.474386407,0.94979568,0.849411765,0.554054054,0.739130435,0.739130435
0.71416658,0.595366902,0.774244653,0.478036501,0.948920023,0.849411765,0.554054054,0.739130435,0.739130435
0.707078078,0.596754057,0.789521331,0.490245437,0.948044367,0.849411765,0.554054054,0.739130435,0.739130435
0.708120505,0.589956998,0.781826412,0.476777848,0.948336252,0.847058824,0.554054054,0.739130435,0.739130435
0.712081726,0.602025246,0.792802987,0.488986784,0.948628138,0.849411765,0.554054054,0.739130435,0.739130435
0.719170228,0.595366902,0.788389725,0.488986784,0.947460595,0.844705882,0.554054054,0.739130435,0.739130435
0.724173877,0.603412401,0.780807967,0.486595343,0.948044367,0.845881176,0.554054054,0.739130435,0.739130435
0.721150839,0.589956998,0.782958017,0.471994965,0.947460595,0.847058824,0.554054054,0.739130435,0.739130435
0.722193266,0.588708559,0.77752631,0.480553807,0.94979568,0.851372941,0.554054054,0.739130435,0.739130435
0.71416658,0.598002497,0.785108068,0.480553807,0.94979568,0.855685882,0.554054054,0.739130435,0.739130435
0.712133848,0.595366902,0.786239674,0.474386407,0.94979568,0.86,0.554054054,0.739130435,0.739130435
0.710101115,0.596754057,0.790539776,0.497545626,0.94979568,0.86,0.554054054,0.739130435,0.739130435
0.718127802,0.602025246,0.787258119,0.493895532,0.94979568,0.86,0.554054054,0.739130435,0.739130435
0.719170228,0.598002497,0.788389725,0.481686595,0.950963222,0.860588235,0.554054054,0.739130435,0.739130435
0.718127802,0.595366902,0.784089623,0.492762744,0.950768827,0.861176471,0.554054054,0.739130435,0.739130435
0.720212655,0.592731308,0.775263098,0.473127753,0.950573847,0.86,0.554054054,0.739130435,0.739130435
0.716147191,0.596754057,0.77752631,0.480553807,0.950379451,0.858823529,0.554054054,0.739130435,0.739130435
0.717189617,0.592731308,0.771981442,0.471994965,0.948628138,0.854116471,0.554054054,0.739130435,0.739130435
0.711143542,0.593979748,0.781826412,0.474386407,0.949065966,0.852941176,0.554054054,0.739130435,0.739130435
0.712081726,0.593979748,0.784033043,0.484203902,0.949503795,0.854411765,0.554054054,0.739130435,0.739130435
0.712081726,0.602025246,0.786239674,0.487853996,0.949941623,0.855883529,0.554054054,0.739130435,0.739130435
0.715104764,0.604730198,0.791671382,0.495154185,0.950379451,0.857352941,0.554054054,0.739130435,0.739130435
0.719170228,0.607435151,0.798234695,0.498804279,0.950087566,0.858823529,0.554054054,0.739130435,0.739130435
0.719170228,0.599389652,0.785108068,0.495154185,0.94979568,0.856469412,0.554054054,0.739130435,0.739130435
0.720212655,0.600776807,0.789521331,0.506104468,0.950087566,0.86,0.554054054,0.739130435,0.739130435
0.722193266,0.607435151,0.787258119,0.491504091,0.950379451,0.860391765,0.554054054,0.739130435,0.739130435
0.722193266,0.598002497,0.789521331,0.495154185,0.950671337,0.860783529,0.554054054,0.739130435,0.739130435
0.72313145,0.593979748,0.782958017,0.479295154,0.950963222,0.861176471,0.554054054,0.739130435,0.739130435
0.725216304,0.603412401,0.790539776,0.496412838,0.950379451,0.858822353,0.554054054,0.739130435,0.739130435
0.72313145,0.602025246,0.789521331,0.500062933,0.94979568,0.856469412,0.554054054,0.739130435,0.739130435
0.722193266,0.595366902,0.778544755,0.480553807,0.949892586,0.858823529,0.554054054,0.739130435,0.739130435
0.715104764,0.602025246,0.787258119,0.486595343,0.949990076,0.858823529,0.554054054,0.739130435,0.739130435
