signal-026,signal-027,signal-028,signal-029,signal-040,signal-041,signal-055,signal-056,signal-068,signal-069,signal-070,signal-075,signal-086,signal-087,signal-092
0.183606953,0.102516832,0.429925723,0.476668636,0.798185752,0.788094632,0.234829506,0.05348311,0.679245283,0.855072464,0.875,0.996072613,0.968187196,0.966224208,0.365272555
0.178899083,0.105602757,0.432759969,0.475909206,0.796521305,0.786822691,0.235268819,0.05418684,0.679245283,0.855072464,0.861111111,0.996596265,0.967694229,0.967209883,0.366809723
0.175398358,0.09939083,0.430903049,0.483250359,0.795439414,0.786059527,0.235708132,0.054257565,0.679245283,0.855072464,0.875,0.996247164,0.957900618,0.961591536,0.368026657
0.184814099,0.105242065,0.440383112,0.488988271,0.793358855,0.783091665,0.236148765,0.054327938,0.679245283,0.855072464,0.861111111,0.995898062,0.971868016,0.970396898,0.368539064
0.180106229,0.102516832,0.435594214,0.483250359,0.791611185,0.780717375,0.233508927,0.054397959,0.679245283,0.855072464,0.861111111,0.9959417,0.950801893,0.950354843,0.367322116
0.176605505,0.104881372,0.43657154,0.486456839,0.788781625,0.779615026,0.233407344,0.054468332,0.679245283,0.855072464,0.875,0.995985338,0.964276324,0.962807202,0.367578326
0.178899083,0.105242065,0.43657154,0.484853599,0.787117177,0.777834308,0.23330708,0.054539057,0.679245283,0.855072464,0.861111111,0.996334439,0.956947548,0.949862006,0.365528739
0.170690488,0.101354601,0.442240031,0.483250359,0.788032623,0.776392775,0.233204178,0.054187192,0.679245283,0.855072464,0.875,0.99519986,0.957670567,0.95597319,0.371036969
0.170690488,0.10175537,0.445074277,0.48814446,0.785535952,0.774951242,0.233103914,0.053835327,0.679245283,0.855072464,0.875,0.995723512,0.962074405,0.960113024,0.366809723
0.169483341,0.106404296,0.456411259,0.497932664,0.785161451,0.774442466,0.233002331,0.054539057,0.679245283,0.855072464,0.861111111,0.995548961,0.943966084,0.940563806,0.369051457
0.177812651,0.099030138,0.441262705,0.484853599,0.784786951,0.773170525,0.232900748,0.054275158,0.679245283,0.855072464,0.875,0.995636237,0.947876955,0.945459324,0.369563838
0.174311927,0.097867906,0.446931196,0.48814446,0.783871505,0.774018486,0.232799165,0.05401126,0.679245283,0.855072464,0.861111111,0.997207191,0.966971211,0.966717046,0.369307641
0.17310478,0.099030138,0.446051603,0.488988271,0.783330559,0.773594505,0.232697582,0.053747009,0.679245283,0.855072464,0.861111111,0.99685809,0.95497568,0.958404521,0.366809723
0.170690488,0.102516832,0.439405786,0.48569741,0.782789614,0.772661748,0.232595999,0.05348311,0.679245283,0.855072464,0.861111111,0.996508989,0.96792428,0.965764227,0.368282854
0.171897634,0.097867906,0.444096951,0.489832082,0.783122503,0.772704147,0.232495735,0.053412738,0.679245283,0.855072464,0.861111111,0.995898062,0.971605101,0.970626889,0.368026657
0.174311927,0.102917602,0.445074277,0.489832082,0.783621838,0.772746545,0.232392833,0.053342716,0.679245283,0.855072464,0.861111111,0.99668354,0.968417247,0.96550138,0.370524588
0.174311927,0.102516832,0.443119625,0.481562737,0.784537284,0.774866446,0.23229257,0.053272343,0.679245283,0.855072464,0.861111111,0.996421714,0.948599974,0.950584834,0.367770461
0.180106229,0.100192369,0.43842846,0.48569741,0.784454061,0.773679301,0.232190987,0.053201619,0.679245283,0.855072464,0.861111111,0.995898062,0.951557776,0.952293337,0.369051457
0.176605505,0.100993908,0.439405786,0.479959497,0.784370839,0.774018486,0.231531357,0.053131597,0.679245283,0.855072464,0.861111111,0.996421714,0.964276324,0.965994217,0.372317966
0.180106229,0.103318371,0.442240031,0.488988271,0.786118509,0.774103282,0.230871727,0.053061224,0.679245283,0.855072464,0.861111111,0.996945366,0.973576969,0.971875411,0.369051457
0.175398358,0.102516832,0.435594214,0.48730065,0.785868842,0.774866446,0.230212097,0.0529905,0.679245283,0.855072464,0.861111111,0.995548961,0.95960957,0.959883033,0.370780772
0.176605505,0.096705675,0.441262705,0.486456839,0.784953395,0.775290427,0.229552468,0.052920127,0.679245283,0.855072464,0.861111111,0.995548961,0.971868016,0.969904061,0.369307641
0.177812651,0.099030138,0.440383112,0.486456839,0.786284953,0.775968795,0.230212097,0.052850106,0.679245283,0.855072464,0.861111111,0.995548961,0.949848823,0.949599159,0.368539064
0.174311927,0.104881372,0.437451134,0.476668636,0.786451398,0.775290427,0.230871727,0.052779733,0.679245283,0.855072464,0.861111111,0.996421714,0.962304456,0.960868708,0.369820035
0.175398358,0.103318371,0.427971071,0.484853599,0.786978362,0.777834308,0.231531357,0.053131597,0.679245283,0.855072464,0.861111111,0.996159888,0.968187196,0.968425549,0.368282854
0.16839691,0.103699102,0.442240031,0.486456839,0.787505493,0.777240736,0.232190987,0.052779733,0.679245283,0.855072464,0.861111111,0.995461686,0.965755225,0.96550138,0.370076231
0.176605505,0.104079833,0.42230258,0.482406548,0.788032623,0.777834308,0.230870408,0.052896904,0.679245283,0.855072464,0.861111111,0.996945366,0.966215328,0.963562886,0.367065932
0.182399807,0.102516832,0.434616888,0.484853599,0.789280959,0.778767065,0.232190987,0.053014075,0.679245283,0.855072464,0.861111111,0.99685809,0.95254371,0.950814825,0.366553526
0.177812651,0.100593139,0.426114152,0.473377774,0.787283622,0.777071144,0.230870408,0.053131597,0.679245283,0.855072464,0.861111111,0.996770815,0.967464178,0.963792877,0.368539064
0.175398358,0.100993908,0.427091478,0.478271876,0.787782956,0.778300687,0.231531357,0.053835327,0.679245283,0.855072464,0.861111111,0.996508989,0.968187196,0.965271389,0.367065932
0.176605505,0.10175537,0.421422987,0.479959497,0.789780293,0.77953023,0.232190987,0.053131597,0.679245283,0.855072464,0.861111111,0.996945366,0.964276324,0.964778552,0.366297329
0.177812651,0.105242065,0.424257232,0.483250359,0.790113182,0.780547783,0.230870408,0.05348311,0.679245283,0.855072464,0.861111111,0.996159888,0.96917313,0.966717046,0.365784948
0.186021246,0.102917602,0.428948397,0.479115686,0.790695739,0.780039006,0.23131104,0.053835327,0.679245283,0.855072464,0.861111111,0.996596265,0.953266728,0.954987515,0.364568001
0.183606953,0.103679064,0.428948397,0.490591511,0.791028628,0.782243704,0.231750354,0.05348311,0.679245283,0.855072464,0.861111111,0.996072613,0.967464178,0.96967407,0.364055608
0.178899083,0.10175537,0.425234558,0.476668636,0.792027297,0.782498092,0.232190987,0.053835327,0.679245283,0.855072464,0.861111111,0.996159888,0.96917313,0.972598239,0.364568001
0.177812651,0.105242065,0.426114152,0.471774534,0.79144474,0.781989316,0.231531357,0.05348311,0.679245283,0.855072464,0.861111111,0.995810787,0.960102537,0.958404521,0.365272555
0.175398358,0.10175537,0.427971071,0.475909206,0.792027297,0.782413296,0.230870408,0.053659043,0.679245283,0.855072464,0.861111111,0.996508989,0.962304456,0.958667368,0.363799424
0.180106229,0.09939083,0.417611415,0.473377774,0.7935253,0.783346053,0.231309721,0.053835327,0.679245283,0.855072464,0.861111111,0.996421714,0.976731957,0.97700092,0.363543214
0.170690488,0.101354601,0.42230258,0.478271876,0.793275632,0.783006868,0.231750354,0.05348311,0.679245283,0.855072464,0.861111111,0.996334439,0.964276324,0.957681693,0.362070083
0.174311927,0.101354601,0.423279906,0.481562737,0.792693076,0.783854829,0.232190987,0.053835327,0.679245283,0.855072464,0.861111111,0.995810787,0.945444985,0.950814825,0.361557689
0.183606953,0.101354601,0.431782643,0.478271876,0.794523968,0.783600441,0.2326303,0.05348311,0.679245283,0.855072464,0.861111111,0.995287136,0.959872486,0.957188855,0.361813886
0.174311927,0.097867906,0.427971071,0.471774534,0.79494008,0.785465954,0.233068294,0.053835327,0.679245283,0.855072464,0.861111111,0.995548961,0.954482713,0.955217506,0.364311817
0.187107677,0.10175537,0.427091478,0.472618344,0.794523968,0.78512677,0.233508927,0.05348311,0.679245283,0.855072464,0.861111111,0.996247164,0.969896148,0.968425549,0.363799424
0.181192661,0.103679064,0.420445661,0.478271876,0.795106525,0.786313915,0.233749032,0.053659043,0.679245283,0.855072464,0.861111111,0.995548961,0.962567372,0.960113024,0.361045308
0.178899083,0.104480603,0.428948397,0.481562737,0.795439414,0.785296362,0.233989137,0.053835327,0.679245283,0.855072464,0.861111111,0.996159888,0.968910214,0.968425549,0.364055608
0.178899083,0.10175537,0.421422987,0.475909206,0.795938748,0.78555075,0.234229242,0.05348311,0.679245283,0.855072464,0.861111111,0.996159888,0.958393585,0.95620318,0.363287017
