signal-026,signal-027,signal-028,signal-029,signal-040,signal-041,signal-055,signal-056,signal-068,signal-069,signal-070,signal-075,signal-086,signal-087,signal-092
0.176605505,0.104079833,0.428948397,0.479115686,0.781624501,0.770287459,0.230870408,0.051372273,0.679245283,0.855072464,0.875,0.996508989,0.961088471,0.962084374,0.366809723
0.188194109,0.100593139,0.434616888,0.474221585,0.78229028,0.77069024,0.232190987,0.051460239,0.679245283,0.855072464,0.875,0.997381742,0.970619167,0.96747273,0.368282854
0.183606953,0.102516832,0.427091478,0.475065395,0.781874168,0.771093021,0.230870408,0.051548205,0.679245283,0.855072464,0.875,0.995898062,0.971112134,0.969904061,0.368282854
0.182399807,0.101354601,0.430903049,0.480803308,0.783205726,0.771495803,0.231530038,0.05163582,0.679245283,0.855072464,0.861111111,0.996770815,0.955961614,0.955217506,0.364824198
0.186021246,0.102917602,0.428948397,0.482406548,0.783497004,0.771898584,0.232190987,0.051724138,0.679245283,0.855072464,0.875,0.995985338,0.956454581,0.959883033,0.368539064
0.17310478,0.101354601,0.429925723,0.473377774,0.783788282,0.772661748,0.232850616,0.051812104,0.679245283,0.855072464,0.875,0.996770815,0.96085842,0.960868708,0.365272555
0.178899083,0.10175537,0.430903049,0.466036621,0.782706391,0.7715594,0.233508927,0.05190007,0.679245283,0.855072464,0.875,0.996770815,0.972098068,0.969904061,0.368026657
0.177812651,0.103679064,0.420445661,0.477512446,0.782789614,0.772068176,0.233363808,0.051988037,0.679245283,0.855072464,0.875,0.997556293,0.963060339,0.957911684,0.368282854
0.187107677,0.100593139,0.428948397,0.479115686,0.783205726,0.773424913,0.233216051,0.052076003,0.679245283,0.855072464,0.875,0.996334439,0.966971211,0.961098699,0.366553526
0.17310478,0.101354601,0.430903049,0.486456839,0.783621838,0.773255321,0.233069613,0.052011963,0.679245283,0.855072464,0.875,0.996596265,0.960365453,0.961361546,0.364568001
0.183606953,0.104079833,0.430903049,0.479959497,0.783455393,0.774103282,0.232923176,0.051947924,0.679245283,0.855072464,0.875,0.996596265,0.951557776,0.945689315,0.367322116
0.178899083,0.100993908,0.42230258,0.479115686,0.784204394,0.772831341,0.232776738,0.051883885,0.679245283,0.855072464,0.861111111,0.995810787,0.962567372,0.958404521,0.367770461
0.181192661,0.100993908,0.421422987,0.479115686,0.783871505,0.774018486,0.2326303,0.051819845,0.679245283,0.855072464,0.875,0.99685809,0.966478244,0.962084374,0.366297329
0.184814099,0.103318371,0.426114152,0.473377774,0.784786951,0.773340117,0.232483862,0.051756158,0.679245283,0.855072464,0.875,0.996159888,0.971605101,0.968688395,0.369051457
0.17310478,0.101354601,0.437451134,0.486456839,0.784204394,0.773340117,0.232336105,0.051692118,0.679245283,0.855072464,0.875,0.995985338,0.971868016,0.972335392,0.368795248
0.187107677,0.10175537,0.427091478,0.476668636,0.784246005,0.774188078,0.232190987,0.051628431,0.679245283,0.855072464,0.875,0.996945366,0.958656501,0.959620187,0.366297329
0.180106229,0.103318371,0.421422987,0.469327483,0.784287617,0.774612058,0.231201542,0.051564039,0.679245283,0.855072464,0.875,0.996334439,0.96329039,0.960605861,0.367578326
0.177812651,0.103318371,0.427971071,0.475909206,0.784620506,0.774272874,0.230212097,0.0515,0.679245283,0.855072464,0.875,0.996334439,0.955698699,0.958404521,0.366553526
0.183606953,0.106404296,0.423279906,0.480803308,0.784620506,0.776053591,0.229221333,0.051436312,0.679245283,0.855072464,0.875,0.99685809,0.963553306,0.960113024,0.366553526
0.181192661,0.10215614,0.426114152,0.475065395,0.787533289,0.776223183,0.228233208,0.051372273,0.679245283,0.855072464,0.875,0.996770815,0.960595504,0.959883033,0.364824198
0.187107677,0.105602757,0.427971071,0.474221585,0.784953395,0.775290427,0.229111835,0.051431034,0.679245283,0.855072464,0.861111111,0.995810787,0.965262258,0.961361546,0.368539064
0.17310478,0.102917602,0.423279906,0.468483672,0.78545273,0.777071144,0.229991781,0.051489444,0.679245283,0.855072464,0.875,0.996247164,0.957900618,0.954757524,0.367770461
0.188194109,0.101354601,0.424257232,0.474221585,0.786368176,0.776901552,0.230870408,0.051548205,0.679245283,0.855072464,0.875,0.995374411,0.964013409,0.963562886,0.366041132
0.183606953,0.102917602,0.423279906,0.476668636,0.785785619,0.774866446,0.230681754,0.051606615,0.679245283,0.855072464,0.875,0.996334439,0.959379519,0.959620187,0.366297329
0.180106229,0.103318371,0.427971071,0.482406548,0.786451398,0.775629611,0.230494419,0.051665025,0.679245283,0.855072464,0.875,0.99668354,0.96917313,0.967209883,0.368795248
0.180106229,0.105262103,0.428948397,0.482406548,0.786617843,0.776901552,0.230305765,0.051723786,0.679245283,0.855072464,0.861111111,0.996159888,0.973576969,0.970889736,0.365528739
0.180106229,0.107205835,0.419468335,0.479959497,0.785619174,0.77673196,0.230117111,0.051841309,0.679245283,0.855072464,0.875,0.996508989,0.967694229,0.96770272,0.366553526
0.180106229,0.104480603,0.425234558,0.484009788,0.786451398,0.776223183,0.229928457,0.05195848,0.679245283,0.855072464,0.861111111,0.996334439,0.971868016,0.968918386,0.367065932
0.186021246,0.104079833,0.427091478,0.477512446,0.787782956,0.777325532,0.229741122,0.052076003,0.679245283,0.855072464,0.875,0.996159888,0.956947548,0.961821527,0.367770461
0.180106229,0.10175537,0.421422987,0.466880432,0.786701065,0.77715594,0.229552468,0.052193526,0.679245283,0.855072464,0.875,0.995898062,0.973084002,0.972335392,0.367065932
0.182399807,0.10175537,0.417611415,0.467724243,0.786784288,0.776307979,0.229111835,0.052310345,0.679245283,0.855072464,0.875,0.99668354,0.971605101,0.969904061,0.367770461
0.182399807,0.09939083,0.420445661,0.472618344,0.787158788,0.776138387,0.228672522,0.052427868,0.679245283,0.855072464,0.875,0.995810787,0.958393585,0.957681693,0.369820035
0.181192661,0.10215614,0.428948397,0.480803308,0.787533289,0.777495124,0.228233208,0.052076003,0.679245283,0.855072464,0.875,0.996072613,0.96792428,0.964778552,0.367578326
0.182399807,0.102917602,0.428948397,0.478271876,0.785952064,0.776816756,0.229552468,0.052251583,0.679245283,0.855072464,0.875,0.996334439,0.978703825,0.97700092,0.367770461
0.177752294,0.106404296,0.424257232,0.484853599,0.785910453,0.776138387,0.228233208,0.052427516,0.679245283,0.855072464,0.875,0.996159888,0.960102537,0.956958865,0.366553526
0.17310478,0.104079833,0.427091478,0.481562737,0.785868842,0.776689562,0.229552468,0.0526038,0.679245283,0.855072464,0.875,0.995985338,0.967201262,0.965008543,0.365016345
0.182399807,0.105242065,0.420445661,0.471774534,0.787366844,0.777240736,0.228891519,0.052779733,0.679245283,0.855072464,0.875,0.995810787,0.96792428,0.961098699,0.367065932
0.182399807,0.0997916,0.427971071,0.482406548,0.787283622,0.777410328,0.228233208,0.052838142,0.679245283,0.855072464,0.875,0.99668354,0.966215328,0.965271389,0.366041132
0.176605505,0.10175537,0.423279906,0.473377774,0.787366844,0.776647164,0.228561704,0.052896904,0.679245283,0.855072464,0.875,0.99502531,0.96329039,0.961591536,0.367770461
0.182399807,0.102516832,0.427971071,0.473377774,0.788864847,0.777919105,0.228891519,0.052955665,0.679245283,0.855072464,0.875,0.995810787,0.963783357,0.965994217,0.362774624
0.178899083,0.104480603,0.430903049,0.475909206,0.79002996,0.779021453,0.229221333,0.053014075,0.679245283,0.855072464,0.875,0.996334439,0.964769291,0.961098699,0.367578326
0.177812651,0.103318371,0.431782643,0.478271876,0.788448735,0.779106249,0.229551148,0.053072836,0.679245283,0.855072464,0.875,0.996508989,0.962797423,0.964022868,0.368282854
0.178939305,0.101354601,0.433737295,0.481562737,0.788906458,0.778936657,0.229882282,0.053131597,0.679245283,0.855072464,0.875,0.995287136,0.962567372,0.960375871,0.366041132
0.180065983,0.10215614,0.425234558,0.479115686,0.789364181,0.779784618,0.230212097,0.052779733,0.679245283,0.855072464,0.861111111,0.996159888,0.972591035,0.971119727,0.365528739
0.181192661,0.0997916,0.426114152,0.476668636,0.790279627,0.780039006,0.230541912,0.053014075,0.679245283,0.855072464,0.861111111,0.996203526,0.97748784,0.977493757,0.367065932
0.188194109,0.102516832,0.434616888,0.475065395,0.790778961,0.781989316,0.230870408,0.053248768,0.679245283,0.855072464,0.875,0.996247164,0.956454581,0.957681693,0.365528739
0.186021246,0.102516832,0.423279906,0.479115686,0.792193742,0.78254049,0.2307055,0.05348311,0.679245283,0.855072464,0.875,0.995461686,0.950801893,0.947397818,0.366553526
0.187107677,0.103318371,0.418588741,0.476668636,0.792859521,0.783091665,0.230541912,0.05348311,0.679245283,0.855072464,0.875,0.996247164,0.964506376,0.963070049,0.365784948
0.191815548,0.105602757,0.425234558,0.479115686,0.79319241,0.784872382,0.230377005,0.05348311,0.679245283,0.855072464,0.875,0.996421714,0.96792428,0.959390196,0.367322116
0.198816997,0.106404296,0.415754496,0.476668636,0.794274301,0.784928856,0.230212097,0.05348311,0.679245283,0.855072464,0.875,0.997032641,0.964999343,0.965008543,0.367065932
0.192962337,0.106003527,0.412822518,0.467724243,0.794690413,0.78498533,0.23004719,0.05348311,0.679245283,0.855072464,0.875,0.995985338,0.963060339,0.956696018,0.366553526
0.187107677,0.104480603,0.413799844,0.469327483,0.796271638,0.785041974,0.229882282,0.053835327,0.679245283,0.855072464,0.875,0.996945366,0.958886552,0.95400184,0.368539064
0.189401255,0.104881372,0.42230258,0.470171294,0.79494008,0.786059527,0.229717375,0.053659043,0.679245283,0.855072464,0.875,0.99685809,0.972098068,0.969904061,0.366297329
0.186021246,0.104079833,0.413799844,0.471774534,0.795189747,0.78512677,0.229552468,0.05348311,0.679245283,0.855072464,0.861111111,0.997381742,0.967201262,0.965271389,0.364568001
0.195316272,0.106003527,0.42230258,0.475065395,0.794690413,0.785465954,0.230871727,0.053835327,0.679245283,0.855072464,0.861111111,0.996945366,0.965985277,0.965271389,0.365784948
0.194109126,0.108368067,0.418588741,0.474221585,0.795106525,0.786059527,0.232190987,0.05348311,0.679245283,0.855072464,0.861111111,0.997469017,0.953266728,0.951570509,0.365784948
0.184814099,0.107205835,0.410965598,0.480803308,0.797270306,0.787416264,0.233510246,0.053659043,0.679245283,0.855072464,0.875,0.995810787,0.961581438,0.957911684,0.368026657
0.197609826,0.105602757,0.412822518,0.474221585,0.796937417,0.786568303,0.234829506,0.053835327,0.679245283,0.855072464,0.875,0.997469017,0.968187196,0.965764227,0.371293166
0.193022694,0.108368067,0.420445661,0.473419965,0.797103862,0.78707708,0.236148765,0.05348311,0.679245283,0.855072464,0.861111111,0.995548961,0.961351387,0.961821527,0.368539064
0.188194109,0.104079833,0.421422987,0.472618344,0.797020639,0.788433817,0.235489135,0.053835327,0.679245283,0.855072464,0.861111111,0.99685809,0.945182069,0.945196478,0.366297329
0.194109126,0.104079833,0.416634089,0.467724243,0.796521305,0.786822691,0.234829506,0.053659043,0.679245283,0.855072464,0.875,0.996072613,0.953266728,0.954264687,0.369307641
0.184814099,0.105602757,0.412822518,0.476668636,0.796895639,0.788857797,0.235708132,0.05348311,0.679245283,0.855072464,0.861111111,0.996247164,0.955468647,0.950814825,0.369563838
0.182399807,0.104480603,0.424257232,0.472618344,0.797270306,0.788518613,0.236588078,0.053659043,0.679245283,0.855072464,0.861111111,0.996421714,0.9701262,0.963300039,0.365528739
0.189401255,0.107205835,0.420445661,0.472618344,0.797270306,0.78792504,0.237468024,0.053835327,0.679245283,0.855072464,0.875,0.997381742,0.961811489,0.957188855,0.367065932
0.181192661,0.104480603,0.412822518,0.479959497,0.797686418,0.789027389,0.237278051,0.053717804,0.679245283,0.855072464,0.861111111,0.997032641,0.965262258,0.966224208,0.368026657
0.186021246,0.108368067,0.423279906,0.471774534,0.797187084,0.788009836,0.237090716,0.053600633,0.679245283,0.855072464,0.861111111,0.996159888,0.971605101,0.968688395,0.367770461
0.175398358,0.104881372,0.427091478,0.475909206,0.797020639,0.78792504,0.236902062,0.05348311,0.679245283,0.855072464,0.875,0.995898062,0.940285264,0.942765147,0.367322116
0.180106229,0.10215614,0.421422987,0.479115686,0.796854194,0.788264225,0.236713408,0.053659043,0.679245283,0.855072464,0.861111111,0.996508989,0.956191666,0.956696018,0.368282854
0.181192661,0.0997916,0.42230258,0.480803308,0.797686418,0.789027389,0.236524754,0.053835327,0.679245283,0.855072464,0.875,0.995287136,0.959149468,0.959160205,0.365272555
0.181192661,0.099030138,0.425234558,0.476668636,0.798934754,0.788603409,0.236337419,0.053659395,0.679245283,0.855072464,0.861111111,0.996247164,0.95960957,0.959620187,0.364311817
0.183606953,0.10175537,0.420445661,0.471774534,0.797603196,0.788857797,0.236148765,0.05348311,0.679245283,0.855072464,0.861111111,0.995461686,0.966215328,0.966224208,0.366553526
0.183606953,0.100993908,0.424257232,0.474221585,0.798352197,0.789536166,0.234829506,0.05330753,0.679245283,0.855072464,0.861111111,0.995636237,0.965738793,0.961361546,0.367065932
0.181192661,0.104881372,0.410086005,0.475909206,0.79810253,0.788264225,0.235487816,0.053131597,0.679245283,0.855072464,0.861111111,0.99668354,0.965262258,0.968918386,0.368026657
0.182399807,0.103679064,0.412822518,0.472618344,0.797852863,0.788349021,0.236148765,0.05348311,0.679245283,0.855072464,0.861111111,0.995636237,0.968417247,0.966717046,0.365528739
0.183606953,0.10175537,0.413799844,0.480803308,0.797603196,0.789281777,0.236808395,0.053835327,0.679245283,0.855072464,0.861111111,0.995985338,0.959149468,0.95817453,0.367322116
0.184814099,0.10215614,0.427091478,0.476668636,0.798185752,0.787840244,0.237468024,0.05348311,0.679245283,0.855072464,0.875,0.996334439,0.96085842,0.963070049,0.366809723
0.180106229,0.0997916,0.423279906,0.469327483,0.79776964,0.788264225,0.236588078,0.053659043,0.679245283,0.855072464,0.861111111,0.996421714,0.963060339,0.962084374,0.368795248
0.182399807,0.102516832,0.427091478,0.474221585,0.796021971,0.786822691,0.235708132,0.053835327,0.679245283,0.855072464,0.861111111,0.995374411,0.96329039,0.961821527,0.368795248
0.187107677,0.102917602,0.428948397,0.479115686,0.795023302,0.786822691,0.234829506,0.05348311,0.679245283,0.855072464,0.861111111,0.996596265,0.94666097,0.945952162,0.367065932
0.180106229,0.103318371,0.431782643,0.475065395,0.797353529,0.785889935,0.236148765,0.053600633,0.679245283,0.855072464,0.861111111,0.995723512,0.950801893,0.951800499,0.368539064
0.175398358,0.103318371,0.430903049,0.48569741,0.795855526,0.787161876,0.237468024,0.053717804,0.679245283,0.855072464,0.875,0.995287136,0.958886552,0.958404521,0.367578326
0.181192661,0.102516832,0.423279906,0.480803308,0.79668775,0.786822691,0.236148765,0.053835327,0.679245283,0.855072464,0.861111111,0.995548961,0.960365453,0.956958865,0.366809723
